date,time,temperature,label,type
26-Apr-25,05:11:41,29.32,0,normal
26-Apr-25,05:11:18,22.05,0,normal
26-Apr-25,05:11:18,22.05,0,normal
26-Apr-25,05:10:40,28.76,0,normal
26-Apr-25,05:10:40,28.76,0,normal
26-Apr-25,05:10:18,28.48,0,normal
26-Apr-25,05:10:18,28.48,0,normal
26-Apr-25,05:09:39,27.72,0,normal
26-Apr-25,05:09:39,27.72,0,normal
26-Apr-25,05:09:13,27.81,0,normal
26-Apr-25,05:09:13,27.81,0,normal
26-Apr-25,05:08:47,19.19,0,normal
26-Apr-25,05:08:47,19.19,0,normal
26-Apr-25,05:08:22,21.8,0,normal
26-Apr-25,05:08:22,21.8,0,normal
26-Apr-25,05:07:52,24.42,0,normal
26-Apr-25,05:07:52,24.42,0,normal
26-Apr-25,05:07:20,26.28,0,normal
26-Apr-25,05:07:20,26.28,0,normal
26-Apr-25,05:06:46,29.82,0,normal
26-Apr-25,05:06:46,29.82,0,normal
26-Apr-25,05:06:09,20.97,0,normal
26-Apr-25,05:06:09,20.97,0,normal
26-Apr-25,05:05:38,29.89,0,normal
26-Apr-25,05:05:38,29.89,0,normal
26-Apr-25,05:05:17,21.1,0,normal
26-Apr-25,05:05:17,21.1,0,normal
26-Apr-25,05:04:39,20.84,0,normal
26-Apr-25,05:04:39,20.84,0,normal
26-Apr-25,05:04:14,20.88,0,normal
26-Apr-25,05:04:14,20.88,0,normal
26-Apr-25,05:03:54,25.74,0,normal
26-Apr-25,05:03:54,25.74,0,normal
26-Apr-25,05:03:32,28.0,0,normal
26-Apr-25,05:03:32,28.0,0,normal
26-Apr-25,05:03:06,22.41,0,normal
26-Apr-25,05:03:06,22.41,0,normal
26-Apr-25,05:02:44,26.8,0,normal
26-Apr-25,05:02:44,26.8,0,normal
26-Apr-25,05:02:08,25.35,0,normal
26-Apr-25,05:02:08,25.35,0,normal
26-Apr-25,05:01:45,22.39,0,normal
26-Apr-25,05:01:45,22.39,0,normal
26-Apr-25,05:01:05,27.57,0,normal
26-Apr-25,05:01:05,27.57,0,normal
26-Apr-25,05:00:25,29.36,0,normal
26-Apr-25,05:00:25,29.36,0,normal
26-Apr-25,04:59:50,28.34,0,normal
26-Apr-25,04:59:50,28.34,0,normal
26-Apr-25,04:59:16,28.96,0,normal
26-Apr-25,04:59:16,28.96,0,normal
26-Apr-25,04:58:46,29.76,0,normal
26-Apr-25,04:58:46,29.76,0,normal
26-Apr-25,04:58:07,27.17,0,normal
26-Apr-25,04:58:07,27.17,0,normal
26-Apr-25,04:57:27,28.73,0,normal
26-Apr-25,04:57:27,28.73,0,normal
26-Apr-25,04:56:48,27.51,0,normal
26-Apr-25,04:56:48,27.51,0,normal
26-Apr-25,04:56:09,20.17,0,normal
26-Apr-25,04:56:09,20.17,0,normal
26-Apr-25,04:55:31,22.67,0,normal
26-Apr-25,04:55:31,22.67,0,normal
26-Apr-25,04:55:09,24.14,0,normal
26-Apr-25,04:55:09,24.14,0,normal
26-Apr-25,04:54:29,23.34,0,normal
26-Apr-25,04:54:29,23.34,0,normal
26-Apr-25,04:53:58,22.37,0,normal
26-Apr-25,04:53:58,22.37,0,normal
26-Apr-25,04:53:21,29.71,0,normal
26-Apr-25,04:53:21,29.71,0,normal
26-Apr-25,04:52:59,28.36,0,normal
26-Apr-25,04:52:59,28.36,0,normal
26-Apr-25,04:52:23,21.75,0,normal
26-Apr-25,04:52:23,21.75,0,normal
26-Apr-25,04:51:43,29.51,0,normal
26-Apr-25,04:51:43,29.51,0,normal
26-Apr-25,04:51:13,25.3,0,normal
26-Apr-25,04:51:13,25.3,0,normal
26-Apr-25,04:50:50,19.36,0,normal
26-Apr-25,04:50:50,19.36,0,normal
26-Apr-25,04:50:25,18.72,0,normal
26-Apr-25,04:50:25,18.72,0,normal
26-Apr-25,04:50:01,25.43,0,normal
26-Apr-25,04:50:01,25.43,0,normal
26-Apr-25,04:49:39,25.36,0,normal
26-Apr-25,04:49:39,25.36,0,normal
26-Apr-25,04:49:07,27.8,0,normal
26-Apr-25,04:49:07,27.8,0,normal
26-Apr-25,04:48:29,20.17,0,normal
26-Apr-25,04:48:29,20.17,0,normal
26-Apr-25,04:48:08,20.66,0,normal
26-Apr-25,04:48:08,20.66,0,normal
26-Apr-25,04:47:45,26.27,0,normal
26-Apr-25,04:47:45,26.27,0,normal
26-Apr-25,04:47:25,20.76,0,normal
26-Apr-25,04:47:25,20.76,0,normal
26-Apr-25,04:46:57,20.67,0,normal
26-Apr-25,04:46:57,20.67,0,normal
26-Apr-25,04:46:37,22.63,0,normal
26-Apr-25,04:46:37,22.63,0,normal
26-Apr-25,04:46:04,22.72,0,normal
26-Apr-25,04:46:04,22.72,0,normal
26-Apr-25,04:45:36,20.54,0,normal
26-Apr-25,04:45:36,20.54,0,normal
26-Apr-25,04:45:04,21.28,0,normal
26-Apr-25,04:45:04,21.28,0,normal
26-Apr-25,04:44:24,18.77,0,normal
26-Apr-25,04:44:24,18.77,0,normal
26-Apr-25,04:43:52,24.42,0,normal
26-Apr-25,04:43:52,24.42,0,normal
26-Apr-25,04:43:26,19.11,0,normal
26-Apr-25,04:43:26,19.11,0,normal
26-Apr-25,04:43:01,18.15,0,normal
26-Apr-25,04:43:01,18.15,0,normal
26-Apr-25,04:42:27,18.64,0,normal
26-Apr-25,04:42:27,18.64,0,normal
26-Apr-25,04:42:04,19.57,0,normal
26-Apr-25,04:42:04,19.57,0,normal
26-Apr-25,04:41:38,29.52,0,normal
26-Apr-25,04:41:38,29.52,0,normal
26-Apr-25,04:41:13,19.6,0,normal
26-Apr-25,04:41:13,19.6,0,normal
26-Apr-25,04:40:33,27.9,0,normal
26-Apr-25,04:40:33,27.9,0,normal
26-Apr-25,04:40:01,21.17,0,normal
26-Apr-25,04:40:01,21.17,0,normal
26-Apr-25,04:39:36,26.84,0,normal
26-Apr-25,04:39:36,26.84,0,normal
26-Apr-25,04:39:00,22.23,0,normal
26-Apr-25,04:39:00,22.23,0,normal
26-Apr-25,04:38:38,27.27,0,normal
26-Apr-25,04:38:38,27.27,0,normal
26-Apr-25,04:38:13,26.9,0,normal
26-Apr-25,04:38:13,26.9,0,normal
26-Apr-25,04:37:44,22.52,0,normal
26-Apr-25,04:37:44,22.52,0,normal
26-Apr-25,04:37:22,25.02,0,normal
26-Apr-25,04:37:22,25.02,0,normal
26-Apr-25,04:36:49,27.47,0,normal
26-Apr-25,04:36:49,27.47,0,normal
26-Apr-25,04:36:11,18.86,0,normal
26-Apr-25,04:36:11,18.86,0,normal
26-Apr-25,04:35:51,18.8,0,normal
26-Apr-25,04:35:51,18.8,0,normal
26-Apr-25,04:35:22,18.9,0,normal
26-Apr-25,04:35:22,18.9,0,normal
26-Apr-25,04:34:56,29.45,0,normal
26-Apr-25,04:34:56,29.45,0,normal
26-Apr-25,04:34:23,20.94,0,normal
26-Apr-25,04:34:23,20.94,0,normal
26-Apr-25,04:33:58,24.45,0,normal
26-Apr-25,04:33:58,24.45,0,normal
26-Apr-25,04:33:30,19.62,0,normal
26-Apr-25,04:33:30,19.62,0,normal
26-Apr-25,04:33:08,20.02,0,normal
26-Apr-25,04:33:08,20.02,0,normal
26-Apr-25,04:32:40,22.91,0,normal
26-Apr-25,04:32:40,22.91,0,normal
26-Apr-25,04:32:00,26.04,0,normal
26-Apr-25,04:32:00,26.04,0,normal
26-Apr-25,04:31:31,22.46,0,normal
26-Apr-25,04:31:31,22.46,0,normal
26-Apr-25,04:30:56,18.85,0,normal
26-Apr-25,04:30:56,18.85,0,normal
26-Apr-25,04:30:33,27.81,0,normal
26-Apr-25,04:30:33,27.81,0,normal
26-Apr-25,04:30:11,21.78,0,normal
26-Apr-25,04:30:11,21.78,0,normal
26-Apr-25,04:29:40,25.58,0,normal
26-Apr-25,04:29:40,25.58,0,normal
26-Apr-25,04:29:17,28.16,0,normal
26-Apr-25,04:29:17,28.16,0,normal
26-Apr-25,04:28:40,25.26,0,normal
26-Apr-25,04:28:40,25.26,0,normal
26-Apr-25,04:28:07,27.77,0,normal
26-Apr-25,04:28:07,27.77,0,normal
26-Apr-25,04:27:37,28.68,0,normal
26-Apr-25,04:27:37,28.68,0,normal
26-Apr-25,04:27:02,19.16,0,normal
26-Apr-25,04:27:02,19.16,0,normal
26-Apr-25,04:26:29,19.71,0,normal
26-Apr-25,04:26:29,19.71,0,normal
26-Apr-25,04:26:00,22.71,0,normal
26-Apr-25,04:26:00,22.71,0,normal
26-Apr-25,04:25:22,22.33,0,normal
26-Apr-25,04:25:22,22.33,0,normal
26-Apr-25,04:24:54,25.11,0,normal
26-Apr-25,04:24:54,25.11,0,normal
26-Apr-25,04:24:14,18.54,0,normal
26-Apr-25,04:24:14,18.54,0,normal
26-Apr-25,04:23:46,19.06,0,normal
26-Apr-25,04:23:46,19.06,0,normal
26-Apr-25,04:23:18,18.82,0,normal
26-Apr-25,04:23:18,18.82,0,normal
26-Apr-25,04:22:38,23.48,0,normal
26-Apr-25,04:22:38,23.48,0,normal
26-Apr-25,04:22:00,25.07,0,normal
26-Apr-25,04:22:00,25.07,0,normal
26-Apr-25,04:21:20,21.79,0,normal
26-Apr-25,04:21:20,21.79,0,normal
26-Apr-25,04:20:50,26.2,0,normal
26-Apr-25,04:20:50,26.2,0,normal
26-Apr-25,03:20:48,29.37,0,normal
26-Apr-25,03:20:48,29.37,0,normal
26-Apr-25,03:20:19,24.38,0,normal
26-Apr-25,03:20:19,24.38,0,normal
26-Apr-25,03:19:50,27.63,0,normal
26-Apr-25,03:19:50,27.63,0,normal
26-Apr-25,03:19:14,19.59,0,normal
26-Apr-25,03:19:14,19.59,0,normal
26-Apr-25,03:18:38,19.17,0,normal
26-Apr-25,03:18:38,19.17,0,normal
26-Apr-25,03:18:15,23.54,0,normal
26-Apr-25,03:18:15,23.54,0,normal
26-Apr-25,03:17:37,19.81,0,normal
26-Apr-25,03:17:37,19.81,0,normal
26-Apr-25,03:16:59,22.52,0,normal
26-Apr-25,03:16:59,22.52,0,normal
26-Apr-25,03:16:28,22.24,0,normal
26-Apr-25,03:16:28,22.24,0,normal
26-Apr-25,03:15:58,24.23,0,normal
26-Apr-25,03:15:58,24.23,0,normal
26-Apr-25,03:15:35,28.88,0,normal
26-Apr-25,03:15:35,28.88,0,normal
26-Apr-25,03:14:58,21.81,0,normal
26-Apr-25,03:14:58,21.81,0,normal
26-Apr-25,03:14:34,24.94,0,normal
26-Apr-25,03:14:34,24.94,0,normal
26-Apr-25,03:14:03,28.03,0,normal
26-Apr-25,03:14:03,28.03,0,normal
26-Apr-25,03:13:42,25.25,0,normal
26-Apr-25,03:13:42,25.25,0,normal
26-Apr-25,03:13:09,18.04,0,normal
26-Apr-25,03:13:09,18.04,0,normal
26-Apr-25,03:12:36,19.94,0,normal
26-Apr-25,03:12:36,19.94,0,normal
26-Apr-25,03:11:59,27.91,0,normal
26-Apr-25,03:11:59,27.91,0,normal
26-Apr-25,03:11:31,20.08,0,normal
26-Apr-25,03:11:31,20.08,0,normal
26-Apr-25,03:11:01,28.99,0,normal
26-Apr-25,03:11:01,28.99,0,normal
26-Apr-25,03:10:40,20.78,0,normal
26-Apr-25,03:10:40,20.78,0,normal
26-Apr-25,03:10:08,27.99,0,normal
26-Apr-25,03:10:08,27.99,0,normal
26-Apr-25,03:09:30,18.54,0,normal
26-Apr-25,03:09:30,18.54,0,normal
26-Apr-25,03:09:09,24.21,0,normal
26-Apr-25,03:09:09,24.21,0,normal
26-Apr-25,03:08:41,18.17,0,normal
26-Apr-25,03:08:41,18.17,0,normal
26-Apr-25,03:08:15,26.63,0,normal
26-Apr-25,03:08:15,26.63,0,normal
26-Apr-25,03:07:50,21.94,0,normal
26-Apr-25,03:07:50,21.94,0,normal
26-Apr-25,03:07:17,29.34,0,normal
26-Apr-25,03:07:17,29.34,0,normal
26-Apr-25,03:06:53,25.86,0,normal
26-Apr-25,03:06:53,25.86,0,normal
26-Apr-25,03:06:16,24.68,0,normal
26-Apr-25,03:06:16,24.68,0,normal
26-Apr-25,03:05:51,23.14,0,normal
26-Apr-25,03:05:51,23.14,0,normal
26-Apr-25,03:05:43,20.27,0,normal
26-Apr-25,03:05:43,20.27,0,normal
26-Apr-25,03:05:04,26.86,0,normal
26-Apr-25,03:05:04,26.86,0,normal
26-Apr-25,03:04:30,24.28,0,normal
26-Apr-25,03:04:30,24.28,0,normal
26-Apr-25,03:04:00,27.05,0,normal
26-Apr-25,03:04:00,27.05,0,normal
26-Apr-25,03:03:34,20.75,0,normal
26-Apr-25,03:03:34,20.75,0,normal
26-Apr-25,03:03:00,18.79,0,normal
26-Apr-25,03:03:00,18.79,0,normal
26-Apr-25,03:02:28,27.93,0,normal
26-Apr-25,03:02:28,27.93,0,normal
26-Apr-25,03:01:57,27.21,0,normal
26-Apr-25,03:01:57,27.21,0,normal
26-Apr-25,03:01:18,22.63,0,normal
26-Apr-25,03:01:18,22.63,0,normal
26-Apr-25,03:00:38,22.66,0,normal
26-Apr-25,03:00:38,22.66,0,normal
26-Apr-25,03:00:04,25.35,0,normal
26-Apr-25,03:00:04,25.35,0,normal
26-Apr-25,02:59:26,20.72,0,normal
26-Apr-25,02:59:26,20.72,0,normal
26-Apr-25,02:59:04,29.73,0,normal
26-Apr-25,02:59:04,29.73,0,normal
26-Apr-25,02:58:37,21.92,0,normal
26-Apr-25,02:58:37,21.92,0,normal
26-Apr-25,02:58:08,26.99,0,normal
26-Apr-25,02:58:08,26.99,0,normal
26-Apr-25,02:57:44,29.63,0,normal
26-Apr-25,02:57:44,29.63,0,normal
26-Apr-25,02:57:36,23.23,0,normal
26-Apr-25,02:57:36,23.23,0,normal
26-Apr-25,02:54:47,29.69,0,normal
26-Apr-25,02:54:47,29.69,0,normal
26-Apr-25,02:54:14,29.96,0,normal
26-Apr-25,02:54:14,29.96,0,normal
26-Apr-25,02:53:38,29.35,0,normal
26-Apr-25,02:53:38,29.35,0,normal
26-Apr-25,02:53:12,25.17,0,normal
26-Apr-25,02:53:12,25.17,0,normal
26-Apr-25,02:52:35,24.16,0,normal
26-Apr-25,02:52:35,24.16,0,normal
26-Apr-25,02:52:06,22.67,0,normal
26-Apr-25,02:52:06,22.67,0,normal
26-Apr-25,02:51:31,21.49,0,normal
26-Apr-25,02:51:31,21.49,0,normal
26-Apr-25,02:51:00,24.74,0,normal
26-Apr-25,02:51:00,24.74,0,normal
26-Apr-25,02:50:18,27.24,0,normal
26-Apr-25,02:50:18,27.24,0,normal
26-Apr-25,02:49:38,20.74,0,normal
26-Apr-25,02:49:38,20.74,0,normal
26-Apr-25,02:49:18,28.16,0,normal
26-Apr-25,02:49:18,28.16,0,normal
26-Apr-25,02:48:50,19.11,0,normal
26-Apr-25,02:48:50,19.11,0,normal
26-Apr-25,02:48:26,26.99,0,normal
26-Apr-25,02:48:26,26.99,0,normal
26-Apr-25,02:48:05,22.44,0,normal
26-Apr-25,02:48:05,22.44,0,normal
26-Apr-25,02:47:33,28.04,0,normal
26-Apr-25,02:47:33,28.04,0,normal
26-Apr-25,02:47:10,23.16,0,normal
26-Apr-25,02:47:10,23.16,0,normal
26-Apr-25,02:46:32,28.86,0,normal
26-Apr-25,02:46:32,28.86,0,normal
26-Apr-25,02:45:53,28.34,0,normal
26-Apr-25,02:45:53,28.34,0,normal
26-Apr-25,02:45:31,22.01,0,normal
26-Apr-25,02:45:31,22.01,0,normal
26-Apr-25,02:44:53,19.73,0,normal
26-Apr-25,02:44:53,19.73,0,normal
26-Apr-25,02:44:34,29.11,0,normal
26-Apr-25,02:44:34,29.11,0,normal
26-Apr-25,02:44:03,24.05,0,normal
26-Apr-25,02:44:03,24.05,0,normal
26-Apr-25,02:43:23,27.24,0,normal
26-Apr-25,02:43:23,27.24,0,normal
26-Apr-25,02:43:00,26.23,0,normal
26-Apr-25,02:43:00,26.23,0,normal
26-Apr-25,02:42:20,29.9,0,normal
26-Apr-25,02:42:20,29.9,0,normal
26-Apr-25,02:41:59,28.56,0,normal
26-Apr-25,02:41:59,28.56,0,normal
26-Apr-25,02:41:35,29.61,0,normal
26-Apr-25,02:41:35,29.61,0,normal
26-Apr-25,02:41:15,26.81,0,normal
26-Apr-25,02:41:15,26.81,0,normal
26-Apr-25,02:33:16,28.37,0,normal
26-Apr-25,02:33:16,28.37,0,normal
26-Apr-25,02:32:48,21.66,0,normal
26-Apr-25,02:32:48,21.66,0,normal
26-Apr-25,02:32:27,20.5,0,normal
26-Apr-25,02:32:27,20.5,0,normal
26-Apr-25,02:32:04,21.23,0,normal
26-Apr-25,02:32:04,21.23,0,normal
26-Apr-25,02:31:24,24.2,0,normal
26-Apr-25,02:31:24,24.2,0,normal
26-Apr-25,02:30:54,22.81,0,normal
26-Apr-25,02:30:54,22.81,0,normal
26-Apr-25,02:30:33,18.72,0,normal
26-Apr-25,02:30:33,18.72,0,normal
26-Apr-25,02:29:18,20.69,0,normal
26-Apr-25,02:29:18,20.69,0,normal
26-Apr-25,02:28:53,25.15,0,normal
26-Apr-25,02:28:53,25.15,0,normal
26-Apr-25,02:28:32,22.39,0,normal
26-Apr-25,02:28:32,22.39,0,normal
26-Apr-25,02:14:33,26.53,0,normal
26-Apr-25,02:14:33,26.53,0,normal
26-Apr-25,02:14:09,28.1,0,normal
26-Apr-25,02:14:09,28.1,0,normal
26-Apr-25,02:13:45,22.21,0,normal
26-Apr-25,02:13:45,22.21,0,normal
26-Apr-25,02:13:14,27.84,0,normal
26-Apr-25,02:13:14,27.84,0,normal
26-Apr-25,02:12:43,24.65,0,normal
26-Apr-25,02:12:43,24.65,0,normal
26-Apr-25,02:12:23,24.58,0,normal
26-Apr-25,02:12:23,24.58,0,normal
26-Apr-25,02:12:01,26.6,0,normal
26-Apr-25,02:12:01,26.6,0,normal
26-Apr-25,02:11:21,29.4,0,normal
26-Apr-25,02:11:21,29.4,0,normal
26-Apr-25,02:10:55,25.82,0,normal
26-Apr-25,02:10:55,25.82,0,normal
26-Apr-25,02:10:20,21.26,0,normal
26-Apr-25,02:10:20,21.26,0,normal
26-Apr-25,02:09:55,27.13,0,normal
26-Apr-25,02:09:55,27.13,0,normal
26-Apr-25,02:09:16,27.63,0,normal
26-Apr-25,02:09:16,27.63,0,normal
26-Apr-25,02:08:49,27.61,0,normal
26-Apr-25,02:08:49,27.61,0,normal
26-Apr-25,02:08:27,22.81,0,normal
26-Apr-25,02:08:27,22.81,0,normal
26-Apr-25,02:07:48,21.48,0,normal
26-Apr-25,02:07:48,21.48,0,normal
26-Apr-25,02:07:23,26.78,0,normal
26-Apr-25,02:07:23,26.78,0,normal
26-Apr-25,02:06:56,22.3,0,normal
26-Apr-25,02:06:56,22.3,0,normal
26-Apr-25,02:06:17,23.84,0,normal
26-Apr-25,02:06:17,23.84,0,normal
26-Apr-25,02:05:53,25.86,0,normal
26-Apr-25,02:05:53,25.86,0,normal
26-Apr-25,02:05:24,20.82,0,normal
26-Apr-25,02:05:24,20.82,0,normal
26-Apr-25,02:04:54,22.43,0,normal
26-Apr-25,02:04:54,22.43,0,normal
26-Apr-25,02:04:34,18.31,0,normal
26-Apr-25,02:04:34,18.31,0,normal
26-Apr-25,02:03:59,29.06,0,normal
26-Apr-25,02:03:59,29.06,0,normal
26-Apr-25,02:03:20,19.47,0,normal
26-Apr-25,02:03:20,19.47,0,normal
26-Apr-25,02:02:46,22.93,0,normal
26-Apr-25,02:02:46,22.93,0,normal
26-Apr-25,02:02:15,20.88,0,normal
26-Apr-25,02:02:15,20.88,0,normal
26-Apr-25,02:01:46,23.58,0,normal
26-Apr-25,02:01:46,23.58,0,normal
26-Apr-25,02:01:11,26.26,0,normal
26-Apr-25,02:01:11,26.26,0,normal
26-Apr-25,02:00:43,19.51,0,normal
26-Apr-25,02:00:43,19.51,0,normal
26-Apr-25,02:00:18,18.91,0,normal
26-Apr-25,02:00:18,18.91,0,normal
26-Apr-25,01:59:43,26.03,0,normal
26-Apr-25,01:59:43,26.03,0,normal
26-Apr-25,01:59:21,24.42,0,normal
26-Apr-25,01:59:21,24.42,0,normal
26-Apr-25,01:59:00,23.77,0,normal
26-Apr-25,01:59:00,23.77,0,normal
26-Apr-25,01:58:21,29.13,0,normal
26-Apr-25,01:58:21,29.13,0,normal
26-Apr-25,01:57:50,26.56,0,normal
26-Apr-25,01:57:50,26.56,0,normal
26-Apr-25,01:57:21,28.44,0,normal
26-Apr-25,01:57:21,28.44,0,normal
26-Apr-25,01:56:41,28.45,0,normal
26-Apr-25,01:56:41,28.45,0,normal
26-Apr-25,01:56:15,18.75,0,normal
26-Apr-25,01:56:15,18.75,0,normal
26-Apr-25,01:55:49,20.65,0,normal
26-Apr-25,01:55:49,20.65,0,normal
26-Apr-25,01:55:26,26.18,0,normal
26-Apr-25,01:55:26,26.18,0,normal
26-Apr-25,01:54:51,23.0,0,normal
26-Apr-25,01:54:51,23.0,0,normal
26-Apr-25,01:54:27,27.66,0,normal
26-Apr-25,01:54:27,27.66,0,normal
26-Apr-25,01:54:01,24.81,0,normal
26-Apr-25,01:54:01,24.81,0,normal
26-Apr-25,01:53:24,28.89,0,normal
26-Apr-25,01:53:24,28.89,0,normal
26-Apr-25,01:52:46,28.86,0,normal
26-Apr-25,01:52:46,28.86,0,normal
26-Apr-25,01:43:00,22.98,0,normal
26-Apr-25,01:43:00,22.98,0,normal
26-Apr-25,01:42:27,28.91,0,normal
26-Apr-25,01:42:27,28.91,0,normal
26-Apr-25,01:42:06,25.66,0,normal
26-Apr-25,01:42:06,25.66,0,normal
26-Apr-25,01:41:36,23.04,0,normal
26-Apr-25,01:41:36,23.04,0,normal
26-Apr-25,01:41:05,27.99,0,normal
26-Apr-25,01:41:05,27.99,0,normal
26-Apr-25,01:40:29,28.42,0,normal
26-Apr-25,01:40:29,28.42,0,normal
26-Apr-25,01:39:51,25.79,0,normal
26-Apr-25,01:39:51,25.79,0,normal
26-Apr-25,01:39:25,24.22,0,normal
26-Apr-25,01:39:25,24.22,0,normal
26-Apr-25,01:38:50,19.34,0,normal
26-Apr-25,01:38:50,19.34,0,normal
26-Apr-25,01:38:28,26.37,0,normal
26-Apr-25,01:38:28,26.37,0,normal
26-Apr-25,00:56:37,28.21,0,normal
26-Apr-25,00:56:37,28.21,0,normal
26-Apr-25,00:55:59,20.65,0,normal
26-Apr-25,00:55:59,20.65,0,normal
26-Apr-25,00:55:29,25.55,0,normal
26-Apr-25,00:55:29,25.55,0,normal
26-Apr-25,00:54:53,26.87,0,normal
26-Apr-25,00:54:53,26.87,0,normal
26-Apr-25,00:54:26,25.87,0,normal
26-Apr-25,00:54:26,25.87,0,normal
26-Apr-25,00:54:01,23.05,0,normal
26-Apr-25,00:54:01,23.05,0,normal
26-Apr-25,00:53:31,18.61,0,normal
26-Apr-25,00:53:31,18.61,0,normal
26-Apr-25,00:53:07,27.75,0,normal
26-Apr-25,00:53:07,27.75,0,normal
26-Apr-25,00:52:30,19.14,0,normal
26-Apr-25,00:52:30,19.14,0,normal
26-Apr-25,00:52:02,19.93,0,normal
26-Apr-25,00:52:02,19.93,0,normal
26-Apr-25,00:51:29,24.72,0,normal
26-Apr-25,00:51:29,24.72,0,normal
26-Apr-25,00:50:59,18.82,0,normal
26-Apr-25,00:50:59,18.82,0,normal
26-Apr-25,00:50:22,20.37,0,normal
26-Apr-25,00:50:22,20.37,0,normal
26-Apr-25,00:50:01,21.44,0,normal
26-Apr-25,00:50:01,21.44,0,normal
26-Apr-25,00:49:39,29.63,0,normal
26-Apr-25,00:49:39,29.63,0,normal
26-Apr-25,00:49:03,21.13,0,normal
26-Apr-25,00:49:03,21.13,0,normal
26-Apr-25,00:48:34,29.14,0,normal
26-Apr-25,00:48:34,29.14,0,normal
26-Apr-25,00:48:04,18.2,0,normal
26-Apr-25,00:48:04,18.2,0,normal
26-Apr-25,00:47:34,19.65,0,normal
26-Apr-25,00:47:34,19.65,0,normal
26-Apr-25,00:47:01,23.97,0,normal
26-Apr-25,00:47:01,23.97,0,normal
26-Apr-25,00:46:29,20.38,0,normal
26-Apr-25,00:46:29,20.38,0,normal
26-Apr-25,00:45:59,18.74,0,normal
26-Apr-25,00:45:59,18.74,0,normal
26-Apr-25,00:45:19,27.91,0,normal
26-Apr-25,00:45:19,27.91,0,normal
26-Apr-25,00:44:42,19.3,0,normal
26-Apr-25,00:44:42,19.3,0,normal
26-Apr-25,00:44:17,24.14,0,normal
26-Apr-25,00:44:17,24.14,0,normal
26-Apr-25,00:43:42,24.96,0,normal
26-Apr-25,00:43:42,24.96,0,normal
26-Apr-25,00:43:08,18.16,0,normal
26-Apr-25,00:43:08,18.16,0,normal
26-Apr-25,00:42:44,25.04,0,normal
26-Apr-25,00:42:44,25.04,0,normal
26-Apr-25,00:42:08,23.49,0,normal
26-Apr-25,00:42:08,23.49,0,normal
26-Apr-25,00:41:29,26.92,0,normal
26-Apr-25,00:41:29,26.92,0,normal
26-Apr-25,00:41:00,25.92,0,normal
26-Apr-25,00:41:00,25.92,0,normal
26-Apr-25,00:40:33,18.43,0,normal
26-Apr-25,00:40:33,18.43,0,normal
26-Apr-25,00:40:08,24.89,0,normal
26-Apr-25,00:40:08,24.89,0,normal
26-Apr-25,00:39:43,19.81,0,normal
26-Apr-25,00:39:43,19.81,0,normal
26-Apr-25,00:39:04,28.89,0,normal
26-Apr-25,00:39:04,28.89,0,normal
26-Apr-25,00:38:36,21.98,0,normal
26-Apr-25,00:38:36,21.98,0,normal
