date,time,temperature,label,type,delta_time
21-Apr-25,22:54:35,19.49,0,normal,34.0
21-Apr-25,22:55:03,27.36,0,normal,28.0
21-Apr-25,22:55:31,27.62,0,normal,28.0
21-Apr-25,23:50:38,25.7,0,normal,3307.0
21-Apr-25,23:51:06,23.21,0,normal,28.0
21-Apr-25,23:51:31,18.69,0,normal,25.0
21-Apr-25,23:51:59,25.88,0,normal,28.0
21-Apr-25,23:52:25,29.04,0,normal,26.0
21-Apr-25,23:52:49,18.17,0,normal,24.0
21-Apr-25,23:53:29,25.0,0,normal,40.0
21-Apr-25,23:54:08,25.83,0,normal,39.0
21-Apr-25,23:54:42,22.24,0,normal,34.0
21-Apr-25,23:55:16,23.42,0,normal,34.0
21-Apr-25,23:55:37,25.74,0,normal,21.0
21-Apr-25,23:56:09,28.57,0,normal,32.0
21-Apr-25,23:56:40,26.84,0,normal,31.0
21-Apr-25,23:57:05,28.45,0,normal,25.0
21-Apr-25,23:57:28,26.11,0,normal,23.0
21-Apr-25,23:57:54,19.46,0,normal,26.0
21-Apr-25,23:58:22,25.8,0,normal,28.0
21-Apr-25,23:59:01,18.37,0,normal,39.0
21-Apr-25,23:59:29,27.83,0,normal,28.0
22-Apr-25,00:00:07,25.09,0,normal,38.0
22-Apr-25,00:00:44,27.54,0,normal,37.0
22-Apr-25,00:01:14,27.61,0,normal,30.0
22-Apr-25,00:01:36,19.16,0,normal,22.0
22-Apr-25,00:02:10,22.54,0,normal,34.0
22-Apr-25,00:02:41,29.37,0,normal,31.0
22-Apr-25,00:03:20,22.84,0,normal,39.0
22-Apr-25,00:03:56,29.33,0,normal,36.0
22-Apr-25,00:04:23,25.19,0,normal,27.0
22-Apr-25,00:04:55,22.06,0,normal,32.0
22-Apr-25,00:05:21,28.76,0,normal,26.0
22-Apr-25,00:05:53,24.66,0,normal,32.0
22-Apr-25,00:06:23,28.12,0,normal,30.0
22-Apr-25,00:06:49,25.8,0,normal,26.0
22-Apr-25,00:07:17,29.68,0,normal,28.0
22-Apr-25,00:07:51,23.21,0,normal,34.0
22-Apr-25,00:08:17,19.75,0,normal,26.0
22-Apr-25,00:08:49,22.69,0,normal,32.0
22-Apr-25,00:09:20,28.1,0,normal,31.0
22-Apr-25,00:09:57,29.09,0,normal,37.0
22-Apr-25,00:10:19,21.06,0,normal,22.0
22-Apr-25,00:10:47,27.13,0,normal,28.0
22-Apr-25,00:11:15,24.49,0,normal,28.0
22-Apr-25,00:11:53,20.13,0,normal,38.0
22-Apr-25,00:12:27,20.06,0,normal,34.0
22-Apr-25,00:12:53,29.2,0,normal,26.0
22-Apr-25,00:13:20,25.05,0,normal,27.0
22-Apr-25,00:13:42,24.45,0,normal,22.0
22-Apr-25,00:14:17,21.32,0,normal,35.0
22-Apr-25,00:14:52,20.22,0,normal,35.0
22-Apr-25,00:15:30,21.04,0,normal,38.0
22-Apr-25,00:15:50,24.71,0,normal,20.0
22-Apr-25,00:16:21,28.37,0,normal,31.0
22-Apr-25,00:16:52,18.47,0,normal,31.0
22-Apr-25,00:17:31,25.5,0,normal,39.0
22-Apr-25,00:17:56,29.67,0,normal,25.0
22-Apr-25,00:18:35,19.68,0,normal,39.0
