date,time,humidity,label,type
26-Apr-25,04:46:01,41,0,normal
26-Apr-25,04:45:19,52,0,normal
26-Apr-25,04:45:19,52,0,normal
26-Apr-25,04:44:22,72,0,normal
26-Apr-25,04:44:22,72,0,normal
26-Apr-25,04:43:30,44,0,normal
26-Apr-25,04:43:30,44,0,normal
26-Apr-25,04:42:48,68,0,normal
26-Apr-25,04:42:48,68,0,normal
26-Apr-25,04:42:09,53,0,normal
26-Apr-25,04:42:09,53,0,normal
26-Apr-25,04:41:28,41,0,normal
26-Apr-25,04:41:28,41,0,normal
26-Apr-25,04:40:28,52,0,normal
26-Apr-25,04:40:28,52,0,normal
26-Apr-25,04:39:47,65,0,normal
26-Apr-25,04:39:47,65,0,normal
26-Apr-25,04:38:50,43,0,normal
26-Apr-25,04:38:50,43,0,normal
26-Apr-25,04:38:08,56,0,normal
26-Apr-25,04:38:08,56,0,normal
26-Apr-25,04:37:31,79,0,normal
26-Apr-25,04:37:31,79,0,normal
26-Apr-25,04:36:51,51,0,normal
26-Apr-25,04:36:51,51,0,normal
26-Apr-25,04:35:56,52,0,normal
26-Apr-25,04:35:56,52,0,normal
26-Apr-25,04:35:13,48,0,normal
26-Apr-25,04:35:13,48,0,normal
26-Apr-25,04:34:13,53,0,normal
26-Apr-25,04:34:13,53,0,normal
26-Apr-25,04:33:38,52,0,normal
26-Apr-25,04:33:38,52,0,normal
26-Apr-25,04:32:40,63,0,normal
26-Apr-25,04:32:40,63,0,normal
26-Apr-25,04:32:03,80,0,normal
26-Apr-25,04:32:03,80,0,normal
26-Apr-25,04:31:23,51,0,normal
26-Apr-25,04:31:23,51,0,normal
26-Apr-25,04:30:38,62,0,normal
26-Apr-25,04:30:38,62,0,normal
26-Apr-25,04:29:42,46,0,normal
26-Apr-25,04:29:42,46,0,normal
26-Apr-25,04:29:05,46,0,normal
26-Apr-25,04:29:05,46,0,normal
26-Apr-25,04:28:08,75,0,normal
26-Apr-25,04:28:08,75,0,normal
26-Apr-25,04:27:20,51,0,normal
26-Apr-25,04:27:20,51,0,normal
26-Apr-25,04:26:44,56,0,normal
26-Apr-25,04:26:44,56,0,normal
26-Apr-25,04:25:59,70,0,normal
26-Apr-25,04:25:59,70,0,normal
26-Apr-25,04:25:27,44,0,normal
26-Apr-25,04:25:27,44,0,normal
26-Apr-25,04:24:53,77,0,normal
26-Apr-25,04:24:53,77,0,normal
26-Apr-25,04:24:21,59,0,normal
26-Apr-25,04:24:21,59,0,normal
26-Apr-25,04:23:45,46,0,normal
26-Apr-25,04:23:45,46,0,normal
26-Apr-25,04:22:50,60,0,normal
26-Apr-25,04:22:50,60,0,normal
26-Apr-25,04:22:03,75,0,normal
26-Apr-25,04:22:03,75,0,normal
26-Apr-25,04:21:28,45,0,normal
26-Apr-25,04:21:28,45,0,normal
26-Apr-25,04:20:50,73,0,normal
26-Apr-25,04:20:50,73,0,normal
26-Apr-25,03:20:50,60,0,normal
26-Apr-25,03:20:50,60,0,normal
26-Apr-25,03:20:09,78,0,normal
26-Apr-25,03:20:09,78,0,normal
26-Apr-25,03:19:32,41,0,normal
26-Apr-25,03:19:32,41,0,normal
26-Apr-25,03:18:51,47,0,normal
26-Apr-25,03:18:51,47,0,normal
26-Apr-25,03:18:21,68,0,normal
26-Apr-25,03:18:21,68,0,normal
26-Apr-25,03:17:31,59,0,normal
26-Apr-25,03:17:31,59,0,normal
26-Apr-25,03:16:43,71,0,normal
26-Apr-25,03:16:43,71,0,normal
26-Apr-25,03:16:12,57,0,normal
26-Apr-25,03:16:12,57,0,normal
26-Apr-25,03:15:34,56,0,normal
26-Apr-25,03:15:34,56,0,normal
26-Apr-25,03:14:50,66,0,normal
26-Apr-25,03:14:50,66,0,normal
26-Apr-25,03:14:19,42,0,normal
26-Apr-25,03:14:19,42,0,normal
26-Apr-25,03:13:22,65,0,normal
26-Apr-25,03:13:22,65,0,normal
26-Apr-25,03:12:43,63,0,normal
26-Apr-25,03:12:43,63,0,normal
26-Apr-25,03:11:51,51,0,normal
26-Apr-25,03:11:51,51,0,normal
26-Apr-25,03:11:20,51,0,normal
26-Apr-25,03:11:20,51,0,normal
26-Apr-25,03:10:50,79,0,normal
26-Apr-25,03:10:50,79,0,normal
26-Apr-25,03:09:52,55,0,normal
26-Apr-25,03:09:52,55,0,normal
26-Apr-25,03:09:06,41,0,normal
26-Apr-25,03:09:06,41,0,normal
26-Apr-25,03:08:18,41,0,normal
26-Apr-25,03:08:18,41,0,normal
26-Apr-25,03:07:29,73,0,normal
26-Apr-25,03:07:29,73,0,normal
26-Apr-25,03:06:57,67,0,normal
26-Apr-25,03:06:57,67,0,normal
26-Apr-25,03:06:26,51,0,normal
26-Apr-25,03:06:26,51,0,normal
26-Apr-25,03:05:51,42,0,normal
26-Apr-25,03:05:51,42,0,normal
26-Apr-25,03:05:12,44,0,normal
26-Apr-25,03:05:12,44,0,normal
26-Apr-25,03:04:36,60,0,normal
26-Apr-25,03:04:36,60,0,normal
26-Apr-25,03:03:52,42,0,normal
26-Apr-25,03:03:52,42,0,normal
26-Apr-25,03:03:22,71,0,normal
26-Apr-25,03:03:22,71,0,normal
26-Apr-25,03:02:22,46,0,normal
26-Apr-25,03:02:22,46,0,normal
26-Apr-25,03:01:30,40,0,normal
26-Apr-25,03:01:30,40,0,normal
26-Apr-25,03:00:56,41,0,normal
26-Apr-25,03:00:56,41,0,normal
26-Apr-25,03:00:05,67,0,normal
26-Apr-25,03:00:05,67,0,normal
26-Apr-25,02:59:17,72,0,normal
26-Apr-25,02:59:17,72,0,normal
26-Apr-25,02:58:37,55,0,normal
26-Apr-25,02:58:37,55,0,normal
26-Apr-25,02:58:14,59,0,normal
26-Apr-25,02:58:14,59,0,normal
26-Apr-25,02:57:44,64,0,normal
26-Apr-25,02:57:44,64,0,normal
26-Apr-25,02:57:36,56,0,normal
26-Apr-25,02:57:36,56,0,normal
26-Apr-25,02:54:40,48,0,normal
26-Apr-25,02:54:40,48,0,normal
26-Apr-25,02:54:10,73,0,normal
26-Apr-25,02:54:10,73,0,normal
26-Apr-25,02:53:28,74,0,normal
26-Apr-25,02:53:28,74,0,normal
26-Apr-25,02:52:38,53,0,normal
26-Apr-25,02:52:38,53,0,normal
26-Apr-25,02:52:02,68,0,normal
26-Apr-25,02:52:02,68,0,normal
26-Apr-25,02:51:24,79,0,normal
26-Apr-25,02:51:24,79,0,normal
26-Apr-25,02:50:50,63,0,normal
26-Apr-25,02:50:50,63,0,normal
26-Apr-25,02:50:18,69,0,normal
26-Apr-25,02:50:18,69,0,normal
26-Apr-25,02:49:25,59,0,normal
26-Apr-25,02:49:25,59,0,normal
26-Apr-25,02:48:35,64,0,normal
26-Apr-25,02:48:35,64,0,normal
26-Apr-25,02:48:02,53,0,normal
26-Apr-25,02:48:02,53,0,normal
26-Apr-25,02:47:28,64,0,normal
26-Apr-25,02:47:28,64,0,normal
26-Apr-25,02:46:39,70,0,normal
26-Apr-25,02:46:39,70,0,normal
26-Apr-25,02:45:40,54,0,normal
26-Apr-25,02:45:40,54,0,normal
26-Apr-25,02:44:53,80,0,normal
26-Apr-25,02:44:53,80,0,normal
26-Apr-25,02:44:18,62,0,normal
26-Apr-25,02:44:18,62,0,normal
26-Apr-25,02:43:36,40,0,normal
26-Apr-25,02:43:36,40,0,normal
26-Apr-25,02:43:01,47,0,normal
26-Apr-25,02:43:01,47,0,normal
26-Apr-25,02:42:15,72,0,normal
26-Apr-25,02:42:15,72,0,normal
26-Apr-25,02:41:15,62,0,normal
26-Apr-25,02:41:15,62,0,normal
26-Apr-25,02:32:28,43,0,normal
26-Apr-25,02:32:28,43,0,normal
26-Apr-25,02:31:38,52,0,normal
26-Apr-25,02:31:38,52,0,normal
26-Apr-25,02:31:08,64,0,normal
26-Apr-25,02:31:08,64,0,normal
26-Apr-25,02:30:33,68,0,normal
26-Apr-25,02:30:33,68,0,normal
26-Apr-25,02:28:32,49,0,normal
26-Apr-25,02:28:32,49,0,normal
26-Apr-25,02:14:39,70,0,normal
26-Apr-25,02:14:39,70,0,normal
26-Apr-25,02:14:07,46,0,normal
26-Apr-25,02:14:07,46,0,normal
26-Apr-25,02:13:20,69,0,normal
26-Apr-25,02:13:20,69,0,normal
26-Apr-25,02:12:45,60,0,normal
26-Apr-25,02:12:45,60,0,normal
26-Apr-25,02:11:46,58,0,normal
26-Apr-25,02:11:46,58,0,normal
26-Apr-25,02:11:03,66,0,normal
26-Apr-25,02:11:03,66,0,normal
26-Apr-25,02:10:23,72,0,normal
26-Apr-25,02:10:23,72,0,normal
26-Apr-25,02:09:25,48,0,normal
26-Apr-25,02:09:25,48,0,normal
26-Apr-25,02:08:46,75,0,normal
26-Apr-25,02:08:46,75,0,normal
26-Apr-25,02:07:54,64,0,normal
26-Apr-25,02:07:54,64,0,normal
26-Apr-25,02:07:02,71,0,normal
26-Apr-25,02:07:02,71,0,normal
26-Apr-25,02:06:21,79,0,normal
26-Apr-25,02:06:21,79,0,normal
26-Apr-25,02:05:41,43,0,normal
26-Apr-25,02:05:41,43,0,normal
26-Apr-25,02:04:43,54,0,normal
26-Apr-25,02:04:43,54,0,normal
26-Apr-25,02:04:13,76,0,normal
26-Apr-25,02:04:13,76,0,normal
26-Apr-25,02:03:38,78,0,normal
26-Apr-25,02:03:38,78,0,normal
26-Apr-25,02:02:57,49,0,normal
26-Apr-25,02:02:57,49,0,normal
26-Apr-25,02:02:24,45,0,normal
26-Apr-25,02:02:24,45,0,normal
26-Apr-25,02:01:25,60,0,normal
26-Apr-25,02:01:25,60,0,normal
26-Apr-25,02:00:33,70,0,normal
26-Apr-25,02:00:33,70,0,normal
26-Apr-25,01:59:46,52,0,normal
26-Apr-25,01:59:46,52,0,normal
26-Apr-25,01:58:59,40,0,normal
26-Apr-25,01:58:59,40,0,normal
26-Apr-25,01:58:10,52,0,normal
26-Apr-25,01:58:10,52,0,normal
26-Apr-25,01:57:10,77,0,normal
26-Apr-25,01:57:10,77,0,normal
26-Apr-25,01:56:25,43,0,normal
26-Apr-25,01:56:25,43,0,normal
26-Apr-25,01:55:47,48,0,normal
26-Apr-25,01:55:47,48,0,normal
26-Apr-25,01:54:48,46,0,normal
26-Apr-25,01:54:48,46,0,normal
26-Apr-25,01:54:02,74,0,normal
26-Apr-25,01:54:02,74,0,normal
26-Apr-25,01:53:20,77,0,normal
26-Apr-25,01:53:20,77,0,normal
26-Apr-25,01:52:46,62,0,normal
26-Apr-25,01:52:46,62,0,normal
26-Apr-25,01:42:52,50,0,normal
26-Apr-25,01:42:52,50,0,normal
26-Apr-25,01:42:17,43,0,normal
26-Apr-25,01:42:17,43,0,normal
26-Apr-25,01:41:22,46,0,normal
26-Apr-25,01:41:22,46,0,normal
26-Apr-25,01:40:39,76,0,normal
26-Apr-25,01:40:39,76,0,normal
26-Apr-25,01:39:49,41,0,normal
26-Apr-25,01:39:49,41,0,normal
26-Apr-25,01:39:05,67,0,normal
26-Apr-25,01:39:05,67,0,normal
26-Apr-25,01:38:28,54,0,normal
26-Apr-25,01:38:28,54,0,normal
26-Apr-25,00:56:27,64,0,normal
26-Apr-25,00:56:27,64,0,normal
26-Apr-25,00:55:32,65,0,normal
26-Apr-25,00:55:32,65,0,normal
26-Apr-25,00:54:58,73,0,normal
26-Apr-25,00:54:58,73,0,normal
26-Apr-25,00:54:17,62,0,normal
26-Apr-25,00:54:17,62,0,normal
26-Apr-25,00:53:45,65,0,normal
26-Apr-25,00:53:45,65,0,normal
26-Apr-25,00:52:55,46,0,normal
26-Apr-25,00:52:55,46,0,normal
26-Apr-25,00:52:23,70,0,normal
26-Apr-25,00:52:23,70,0,normal
26-Apr-25,00:51:32,68,0,normal
26-Apr-25,00:51:32,68,0,normal
26-Apr-25,00:50:41,73,0,normal
26-Apr-25,00:50:41,73,0,normal
26-Apr-25,00:50:05,46,0,normal
26-Apr-25,00:50:05,46,0,normal
26-Apr-25,00:49:19,74,0,normal
26-Apr-25,00:49:19,74,0,normal
26-Apr-25,00:48:20,45,0,normal
26-Apr-25,00:48:20,45,0,normal
26-Apr-25,00:47:21,70,0,normal
26-Apr-25,00:47:21,70,0,normal
26-Apr-25,00:46:22,59,0,normal
26-Apr-25,00:46:22,59,0,normal
26-Apr-25,00:45:42,64,0,normal
26-Apr-25,00:45:42,64,0,normal
26-Apr-25,00:45:09,62,0,normal
26-Apr-25,00:45:09,62,0,normal
26-Apr-25,00:44:12,47,0,normal
26-Apr-25,00:44:12,47,0,normal
26-Apr-25,00:43:39,58,0,normal
26-Apr-25,00:43:39,58,0,normal
26-Apr-25,00:42:55,44,0,normal
26-Apr-25,00:42:55,44,0,normal
26-Apr-25,00:42:22,76,0,normal
26-Apr-25,00:42:22,76,0,normal
26-Apr-25,00:41:42,71,0,normal
26-Apr-25,00:41:42,71,0,normal
26-Apr-25,00:41:03,76,0,normal
26-Apr-25,00:41:03,76,0,normal
26-Apr-25,00:40:24,79,0,normal
26-Apr-25,00:40:24,79,0,normal
26-Apr-25,00:39:24,52,0,normal
26-Apr-25,00:39:24,52,0,normal
26-Apr-25,00:38:31,80,0,normal
26-Apr-25,00:38:31,80,0,normal
26-Apr-25,00:37:44,58,0,normal
26-Apr-25,00:37:44,58,0,normal
26-Apr-25,00:36:46,47,0,normal
26-Apr-25,00:36:46,47,0,normal
26-Apr-25,00:35:51,46,0,normal
26-Apr-25,00:35:51,46,0,normal
26-Apr-25,00:35:03,70,0,normal
26-Apr-25,00:35:03,70,0,normal
26-Apr-25,00:34:25,69,0,normal
26-Apr-25,00:34:25,69,0,normal
26-Apr-25,00:33:49,56,0,normal
26-Apr-25,00:33:49,56,0,normal
26-Apr-25,00:33:05,45,0,normal
26-Apr-25,00:33:05,45,0,normal
26-Apr-25,00:32:05,44,0,normal
26-Apr-25,00:32:05,44,0,normal
26-Apr-25,00:31:29,44,0,normal
26-Apr-25,00:31:29,44,0,normal
26-Apr-25,00:30:55,73,0,normal
26-Apr-25,00:30:55,73,0,normal
26-Apr-25,00:30:25,45,0,normal
26-Apr-25,00:30:25,45,0,normal
26-Apr-25,00:29:27,49,0,normal
26-Apr-25,00:29:27,49,0,normal
26-Apr-25,00:28:30,49,0,normal
26-Apr-25,00:28:30,49,0,normal
26-Apr-25,00:27:39,74,0,normal
26-Apr-25,00:27:39,74,0,normal
26-Apr-25,00:26:53,73,0,normal
26-Apr-25,00:26:53,73,0,normal
26-Apr-25,00:25:59,63,0,normal
26-Apr-25,00:25:59,63,0,normal
26-Apr-25,00:25:26,72,0,normal
26-Apr-25,00:25:26,72,0,normal
26-Apr-25,00:24:44,61,0,normal
26-Apr-25,00:24:44,61,0,normal
26-Apr-25,00:24:04,55,0,normal
26-Apr-25,00:24:04,55,0,normal
26-Apr-25,00:23:22,56,0,normal
26-Apr-25,00:23:22,56,0,normal
26-Apr-25,00:22:48,63,0,normal
26-Apr-25,00:22:48,63,0,normal
26-Apr-25,00:22:03,44,0,normal
26-Apr-25,00:22:03,44,0,normal
26-Apr-25,00:21:21,43,0,normal
26-Apr-25,00:21:21,43,0,normal
26-Apr-25,00:20:28,66,0,normal
26-Apr-25,00:20:28,66,0,normal
26-Apr-25,00:19:56,54,0,normal
26-Apr-25,00:19:56,54,0,normal
26-Apr-25,00:18:56,72,0,normal
26-Apr-25,00:18:56,72,0,normal
26-Apr-25,00:18:25,55,0,normal
26-Apr-25,00:18:25,55,0,normal
26-Apr-25,00:17:28,72,0,normal
26-Apr-25,00:17:28,72,0,normal
26-Apr-25,00:16:42,56,0,normal
26-Apr-25,00:16:42,56,0,normal
26-Apr-25,00:15:45,67,0,normal
26-Apr-25,00:15:45,67,0,normal
26-Apr-25,00:14:53,72,0,normal
26-Apr-25,00:14:53,72,0,normal
26-Apr-25,00:14:09,43,0,normal
26-Apr-25,00:14:09,43,0,normal
26-Apr-25,00:13:20,63,0,normal
26-Apr-25,00:13:20,63,0,normal
26-Apr-25,00:12:21,52,0,normal
26-Apr-25,00:12:21,52,0,normal
26-Apr-25,00:11:48,73,0,normal
26-Apr-25,00:11:48,73,0,normal
26-Apr-25,00:11:08,71,0,normal
26-Apr-25,00:11:08,71,0,normal
26-Apr-25,00:10:24,47,0,normal
26-Apr-25,00:10:24,47,0,normal
26-Apr-25,00:09:43,44,0,normal
26-Apr-25,00:09:43,44,0,normal
26-Apr-25,00:08:48,67,0,normal
26-Apr-25,00:08:48,67,0,normal
26-Apr-25,00:08:12,40,0,normal
26-Apr-25,00:08:12,40,0,normal
26-Apr-25,00:07:34,48,0,normal
26-Apr-25,00:07:34,48,0,normal
26-Apr-25,00:06:47,69,0,normal
26-Apr-25,00:06:47,69,0,normal
26-Apr-25,00:06:04,72,0,normal
26-Apr-25,00:06:04,72,0,normal
26-Apr-25,00:05:29,58,0,normal
26-Apr-25,00:05:29,58,0,normal
26-Apr-25,00:04:55,67,0,normal
26-Apr-25,00:04:55,67,0,normal
26-Apr-25,00:04:05,41,0,normal
26-Apr-25,00:04:05,41,0,normal
26-Apr-25,00:03:23,56,0,normal
26-Apr-25,00:03:23,56,0,normal
26-Apr-25,00:02:53,41,0,normal
26-Apr-25,00:02:53,41,0,normal
26-Apr-25,00:02:09,80,0,normal
26-Apr-25,00:02:09,80,0,normal
26-Apr-25,00:01:19,43,0,normal
26-Apr-25,00:01:19,43,0,normal
26-Apr-25,00:00:49,77,0,normal
26-Apr-25,00:00:49,77,0,normal
25-Apr-25,23:59:50,43,0,normal
25-Apr-25,23:59:50,43,0,normal
25-Apr-25,23:59:06,67,0,normal
25-Apr-25,23:59:06,67,0,normal
25-Apr-25,23:58:15,67,0,normal
25-Apr-25,23:58:15,67,0,normal
25-Apr-25,23:57:38,43,0,normal
25-Apr-25,23:57:38,43,0,normal
25-Apr-25,23:56:39,68,0,normal
25-Apr-25,23:56:39,68,0,normal
25-Apr-25,23:55:39,69,0,normal
25-Apr-25,23:55:39,69,0,normal
25-Apr-25,23:55:03,59,0,normal
25-Apr-25,23:55:03,59,0,normal
25-Apr-25,23:54:08,74,0,normal
25-Apr-25,23:54:08,74,0,normal
25-Apr-25,23:53:23,43,0,normal
25-Apr-25,23:53:23,43,0,normal
25-Apr-25,23:52:42,57,0,normal
25-Apr-25,23:52:42,57,0,normal
25-Apr-25,23:52:08,57,0,normal
25-Apr-25,23:52:08,57,0,normal
25-Apr-25,23:51:10,66,0,normal
25-Apr-25,23:51:10,66,0,normal
25-Apr-25,23:50:26,77,0,normal
25-Apr-25,23:50:26,77,0,normal
25-Apr-25,23:49:26,41,0,normal
25-Apr-25,23:49:26,41,0,normal
25-Apr-25,23:48:45,73,0,normal
25-Apr-25,23:48:45,73,0,normal
25-Apr-25,23:48:08,49,0,normal
25-Apr-25,23:48:08,49,0,normal
25-Apr-25,23:47:15,53,0,normal
25-Apr-25,23:47:15,53,0,normal
25-Apr-25,23:46:16,80,0,normal
25-Apr-25,23:46:16,80,0,normal
25-Apr-25,23:45:21,42,0,normal
25-Apr-25,23:45:21,42,0,normal
25-Apr-25,23:44:42,47,0,normal
25-Apr-25,23:44:42,47,0,normal
25-Apr-25,23:43:58,51,0,normal
25-Apr-25,23:43:58,51,0,normal
25-Apr-25,23:43:10,78,0,normal
25-Apr-25,23:43:10,78,0,normal
25-Apr-25,23:42:39,51,0,normal
25-Apr-25,23:42:39,51,0,normal
25-Apr-25,23:41:49,53,0,normal
25-Apr-25,23:41:49,53,0,normal
25-Apr-25,23:41:07,67,0,normal
25-Apr-25,23:41:07,67,0,normal
25-Apr-25,23:40:29,51,0,normal
25-Apr-25,23:40:29,51,0,normal
25-Apr-25,23:39:59,46,0,normal
25-Apr-25,23:39:59,46,0,normal
25-Apr-25,23:39:01,61,0,normal
25-Apr-25,23:39:01,61,0,normal
25-Apr-25,23:38:18,49,0,normal
25-Apr-25,23:38:18,49,0,normal
25-Apr-25,23:37:19,54,0,normal
25-Apr-25,23:37:19,54,0,normal
25-Apr-25,23:36:33,52,0,normal
25-Apr-25,23:36:33,52,0,normal
25-Apr-25,23:35:42,40,0,normal
25-Apr-25,23:35:42,40,0,normal
25-Apr-25,23:34:42,44,0,normal
25-Apr-25,23:34:42,44,0,normal
25-Apr-25,23:34:07,61,0,normal
25-Apr-25,23:34:07,61,0,normal
25-Apr-25,23:33:26,67,0,normal
25-Apr-25,23:33:26,67,0,normal
25-Apr-25,23:32:40,51,0,normal
25-Apr-25,23:32:40,51,0,normal
25-Apr-25,23:31:40,44,0,normal
25-Apr-25,23:31:40,44,0,normal
25-Apr-25,23:30:43,46,0,normal
25-Apr-25,23:30:43,46,0,normal
25-Apr-25,23:29:56,50,0,normal
25-Apr-25,23:29:56,50,0,normal
25-Apr-25,23:29:13,63,0,normal
25-Apr-25,23:29:13,63,0,normal
25-Apr-25,23:28:29,69,0,normal
25-Apr-25,23:28:29,69,0,normal
25-Apr-25,23:27:59,76,0,normal
25-Apr-25,23:27:59,76,0,normal
25-Apr-25,23:27:28,78,0,normal
25-Apr-25,23:27:28,78,0,normal
25-Apr-25,23:26:41,45,0,normal
25-Apr-25,23:26:41,45,0,normal
25-Apr-25,23:25:57,47,0,normal
25-Apr-25,23:25:57,47,0,normal
25-Apr-25,23:25:24,55,0,normal
25-Apr-25,23:25:24,55,0,normal
25-Apr-25,23:24:51,42,0,normal
25-Apr-25,23:24:51,42,0,normal
25-Apr-25,23:24:02,77,0,normal
25-Apr-25,23:24:02,77,0,normal
25-Apr-25,23:23:20,46,0,normal
25-Apr-25,23:23:20,46,0,normal
25-Apr-25,23:22:44,79,0,normal
25-Apr-25,23:22:44,79,0,normal
25-Apr-25,23:21:51,50,0,normal
25-Apr-25,23:21:51,50,0,normal
25-Apr-25,23:20:51,46,0,normal
25-Apr-25,23:20:51,46,0,normal
25-Apr-25,23:20:15,58,0,normal
25-Apr-25,23:20:15,58,0,normal
25-Apr-25,23:19:35,41,0,normal
25-Apr-25,23:19:35,41,0,normal
25-Apr-25,23:18:56,72,0,normal
25-Apr-25,23:18:56,72,0,normal
25-Apr-25,23:18:23,72,0,normal
25-Apr-25,23:18:23,72,0,normal
25-Apr-25,23:17:34,44,0,normal
25-Apr-25,23:17:34,44,0,normal
25-Apr-25,23:16:59,75,0,normal
25-Apr-25,23:16:59,75,0,normal
25-Apr-25,23:16:12,67,0,normal
25-Apr-25,23:16:12,67,0,normal
25-Apr-25,23:15:16,80,0,normal
25-Apr-25,23:15:16,80,0,normal
25-Apr-25,23:14:20,61,0,normal
25-Apr-25,23:14:20,61,0,normal
25-Apr-25,23:13:22,62,0,normal
25-Apr-25,23:13:22,62,0,normal
25-Apr-25,23:12:22,80,0,normal
25-Apr-25,23:12:22,80,0,normal
25-Apr-25,23:11:52,70,0,normal
25-Apr-25,23:11:52,70,0,normal
25-Apr-25,23:11:07,64,0,normal
25-Apr-25,23:11:07,64,0,normal
25-Apr-25,23:10:07,56,0,normal
25-Apr-25,23:10:07,56,0,normal
25-Apr-25,23:09:09,78,0,normal
25-Apr-25,23:09:09,78,0,normal
25-Apr-25,23:08:29,66,0,normal
25-Apr-25,23:08:29,66,0,normal
25-Apr-25,23:07:50,66,0,normal
25-Apr-25,23:07:50,66,0,normal
25-Apr-25,23:06:56,41,0,normal
25-Apr-25,23:06:56,41,0,normal
25-Apr-25,23:05:58,74,0,normal
25-Apr-25,23:05:58,74,0,normal
25-Apr-25,23:05:19,76,0,normal
25-Apr-25,23:05:19,76,0,normal
25-Apr-25,23:04:24,61,0,normal
25-Apr-25,23:04:24,61,0,normal
25-Apr-25,23:03:53,63,0,normal
25-Apr-25,23:03:53,63,0,normal
25-Apr-25,23:03:01,46,0,normal
25-Apr-25,23:03:01,46,0,normal
25-Apr-25,23:02:15,66,0,normal
25-Apr-25,23:02:15,66,0,normal
25-Apr-25,23:01:17,61,0,normal
25-Apr-25,23:01:17,61,0,normal
25-Apr-25,23:00:35,46,0,normal
25-Apr-25,23:00:35,46,0,normal
25-Apr-25,22:59:45,60,0,normal
25-Apr-25,22:59:45,60,0,normal
25-Apr-25,22:59:07,72,0,normal
25-Apr-25,22:59:07,72,0,normal
25-Apr-25,22:58:25,54,0,normal
25-Apr-25,22:58:25,54,0,normal
25-Apr-25,22:57:41,62,0,normal
25-Apr-25,22:57:41,62,0,normal
25-Apr-25,22:57:08,75,0,normal
25-Apr-25,22:57:08,75,0,normal
