date,time,humidity,label,type,delta_time
21-Apr-25,20:31:50,50.0,0,normal,47.0
21-Apr-25,20:32:46,42.0,0,normal,56.0
21-Apr-25,20:33:19,74.0,0,normal,33.0
21-Apr-25,20:33:55,56.0,0,normal,36.0
21-Apr-25,20:34:27,46.0,0,normal,32.0
21-Apr-25,20:35:02,53.0,0,normal,35.0
21-Apr-25,20:35:59,72.0,0,normal,57.0
21-Apr-25,20:36:49,60.0,0,normal,50.0
21-Apr-25,20:37:32,66.0,0,normal,43.0
21-Apr-25,20:38:28,65.0,0,normal,56.0
21-Apr-25,20:39:18,53.0,0,normal,50.0
21-Apr-25,20:40:13,40.0,0,normal,55.0
21-Apr-25,20:40:44,68.0,0,normal,31.0
21-Apr-25,20:41:14,47.0,0,normal,30.0
21-Apr-25,20:41:56,78.0,0,normal,42.0
21-Apr-25,20:42:46,40.0,0,normal,50.0
21-Apr-25,20:43:42,48.0,0,normal,56.0
21-Apr-25,20:44:19,74.0,0,normal,37.0
21-Apr-25,20:44:58,66.0,0,normal,39.0
21-Apr-25,20:45:38,40.0,0,normal,40.0
21-Apr-25,20:46:15,75.0,0,normal,37.0
21-Apr-25,20:47:04,50.0,0,normal,49.0
21-Apr-25,20:47:42,60.0,0,normal,38.0
21-Apr-25,20:48:38,46.0,0,normal,56.0
21-Apr-25,20:49:25,52.0,0,normal,47.0
21-Apr-25,20:50:24,57.0,0,normal,59.0
21-Apr-25,20:51:04,53.0,0,normal,40.0
21-Apr-25,20:52:02,47.0,0,normal,58.0
21-Apr-25,20:52:40,49.0,0,normal,38.0
21-Apr-25,20:53:20,43.0,0,normal,40.0
21-Apr-25,20:53:58,56.0,0,normal,38.0
21-Apr-25,20:54:38,49.0,0,normal,40.0
21-Apr-25,20:55:35,60.0,0,normal,57.0
21-Apr-25,20:56:21,56.0,0,normal,46.0
21-Apr-25,20:57:18,67.0,0,normal,57.0
21-Apr-25,20:58:04,71.0,0,normal,46.0
21-Apr-25,20:58:37,40.0,0,normal,33.0
21-Apr-25,20:59:32,63.0,0,normal,55.0
21-Apr-25,21:00:12,71.0,0,normal,40.0
21-Apr-25,21:00:43,60.0,0,normal,31.0
21-Apr-25,21:01:28,75.0,0,normal,45.0
21-Apr-25,21:02:08,43.0,0,normal,40.0
21-Apr-25,21:02:58,41.0,0,normal,50.0
21-Apr-25,21:03:28,74.0,0,normal,30.0
21-Apr-25,21:04:14,45.0,0,normal,46.0
21-Apr-25,21:04:58,75.0,0,normal,44.0
21-Apr-25,21:05:55,63.0,0,normal,57.0
21-Apr-25,21:06:51,78.0,0,normal,56.0
21-Apr-25,21:07:36,42.0,0,normal,45.0
21-Apr-25,21:08:24,69.0,0,normal,48.0
21-Apr-25,21:09:24,52.0,0,normal,60.0
21-Apr-25,21:10:02,66.0,0,normal,38.0
21-Apr-25,21:10:33,64.0,0,normal,31.0
21-Apr-25,21:11:05,44.0,0,normal,32.0
21-Apr-25,21:11:50,80.0,0,normal,45.0
21-Apr-25,21:12:43,47.0,0,normal,53.0
21-Apr-25,21:13:39,66.0,0,normal,56.0
21-Apr-25,21:14:19,51.0,0,normal,40.0
21-Apr-25,21:14:51,78.0,0,normal,32.0
21-Apr-25,21:15:47,44.0,0,normal,56.0
21-Apr-25,21:16:21,76.0,0,normal,34.0
21-Apr-25,21:17:17,45.0,0,normal,56.0
21-Apr-25,21:18:02,70.0,0,normal,45.0
21-Apr-25,21:19:00,48.0,0,normal,58.0
21-Apr-25,21:19:52,79.0,0,normal,52.0
21-Apr-25,21:20:24,62.0,0,normal,32.0
21-Apr-25,21:21:13,53.0,0,normal,49.0
21-Apr-25,21:22:02,51.0,0,normal,49.0
21-Apr-25,21:22:44,72.0,0,normal,42.0
21-Apr-25,21:23:24,79.0,0,normal,40.0
21-Apr-25,21:23:58,61.0,0,normal,34.0
21-Apr-25,21:24:53,41.0,0,normal,55.0
21-Apr-25,21:25:31,59.0,0,normal,38.0
21-Apr-25,21:26:18,70.0,0,normal,47.0
21-Apr-25,21:27:11,42.0,0,normal,53.0
21-Apr-25,21:27:43,40.0,0,normal,32.0
21-Apr-25,21:28:13,72.0,0,normal,30.0
21-Apr-25,21:29:05,78.0,0,normal,52.0
21-Apr-25,21:30:01,66.0,0,normal,56.0
21-Apr-25,21:30:54,71.0,0,normal,53.0
21-Apr-25,21:31:54,61.0,0,normal,60.0
21-Apr-25,21:32:42,42.0,0,normal,48.0
21-Apr-25,21:33:29,66.0,0,normal,47.0
21-Apr-25,21:34:19,58.0,0,normal,50.0
21-Apr-25,21:34:58,52.0,0,normal,39.0
21-Apr-25,21:35:33,80.0,0,normal,35.0
21-Apr-25,21:36:22,78.0,0,normal,49.0
21-Apr-25,21:37:01,67.0,0,normal,39.0
21-Apr-25,21:37:58,41.0,0,normal,57.0
21-Apr-25,21:38:53,57.0,0,normal,55.0
21-Apr-25,21:39:23,60.0,0,normal,30.0
21-Apr-25,21:40:03,52.0,0,normal,40.0
21-Apr-25,21:40:35,44.0,0,normal,32.0
21-Apr-25,21:41:31,44.0,0,normal,56.0
21-Apr-25,21:42:12,68.0,0,normal,41.0
21-Apr-25,21:43:07,51.0,0,normal,55.0
21-Apr-25,21:44:03,73.0,0,normal,56.0
21-Apr-25,21:44:50,54.0,0,normal,47.0
21-Apr-25,21:45:45,77.0,0,normal,55.0
21-Apr-25,21:50:28,48.0,0,normal,283.0
21-Apr-25,21:51:07,60.0,0,normal,39.0
21-Apr-25,21:51:40,49.0,0,normal,33.0
21-Apr-25,21:52:22,76.0,0,normal,42.0
21-Apr-25,21:53:07,50.0,0,normal,45.0
21-Apr-25,21:53:48,80.0,0,normal,41.0
21-Apr-25,21:54:46,71.0,0,normal,58.0
21-Apr-25,21:55:16,52.0,0,normal,30.0
21-Apr-25,21:56:03,66.0,0,normal,47.0
21-Apr-25,21:56:54,42.0,0,normal,51.0
21-Apr-25,21:57:33,52.0,0,normal,39.0
21-Apr-25,21:58:13,56.0,0,normal,40.0
21-Apr-25,21:59:11,48.0,0,normal,58.0
21-Apr-25,21:59:50,70.0,0,normal,39.0
21-Apr-25,22:00:21,58.0,0,normal,31.0
21-Apr-25,22:01:09,41.0,0,normal,48.0
21-Apr-25,22:01:44,57.0,0,normal,35.0
21-Apr-25,22:02:35,61.0,0,normal,51.0
21-Apr-25,22:03:30,73.0,0,normal,55.0
21-Apr-25,22:04:05,77.0,0,normal,35.0
21-Apr-25,22:04:48,77.0,0,normal,43.0
21-Apr-25,22:05:28,61.0,0,normal,40.0
21-Apr-25,22:06:16,44.0,0,normal,48.0
21-Apr-25,22:06:48,66.0,0,normal,32.0
21-Apr-25,22:07:30,53.0,0,normal,42.0
21-Apr-25,22:08:09,63.0,0,normal,39.0
21-Apr-25,22:08:45,48.0,0,normal,36.0
21-Apr-25,22:09:44,63.0,0,normal,59.0
21-Apr-25,22:10:33,63.0,0,normal,49.0
21-Apr-25,22:11:15,43.0,0,normal,42.0
21-Apr-25,22:11:46,79.0,0,normal,31.0
21-Apr-25,22:12:44,43.0,0,normal,58.0
21-Apr-25,22:13:36,66.0,0,normal,52.0
21-Apr-25,22:14:19,73.0,0,normal,43.0
21-Apr-25,22:15:08,63.0,0,normal,49.0
21-Apr-25,22:15:43,54.0,0,normal,35.0
21-Apr-25,22:16:28,80.0,0,normal,45.0
21-Apr-25,22:17:13,66.0,0,normal,45.0
21-Apr-25,22:17:57,49.0,0,normal,44.0
21-Apr-25,22:18:57,52.0,0,normal,60.0
21-Apr-25,22:19:57,62.0,0,normal,60.0
21-Apr-25,22:20:54,76.0,0,normal,57.0
21-Apr-25,22:21:40,44.0,0,normal,46.0
21-Apr-25,22:22:40,55.0,0,normal,60.0
21-Apr-25,22:23:40,50.0,0,normal,60.0
21-Apr-25,22:24:12,61.0,0,normal,32.0
21-Apr-25,22:25:10,63.0,0,normal,58.0
21-Apr-25,22:26:09,68.0,0,normal,59.0
21-Apr-25,22:26:54,78.0,0,normal,45.0
21-Apr-25,22:27:47,71.0,0,normal,53.0
21-Apr-25,22:28:20,78.0,0,normal,33.0
21-Apr-25,22:28:54,67.0,0,normal,34.0
21-Apr-25,22:29:38,65.0,0,normal,44.0
21-Apr-25,22:30:08,57.0,0,normal,30.0
21-Apr-25,22:30:45,43.0,0,normal,37.0
21-Apr-25,22:31:33,76.0,0,normal,48.0
21-Apr-25,22:32:09,64.0,0,normal,36.0
21-Apr-25,22:32:55,51.0,0,normal,46.0
21-Apr-25,22:33:26,54.0,0,normal,31.0
21-Apr-25,22:33:57,74.0,0,normal,31.0
21-Apr-25,22:34:35,40.0,0,normal,38.0
21-Apr-25,22:35:12,59.0,0,normal,37.0
21-Apr-25,22:35:48,56.0,0,normal,36.0
21-Apr-25,22:36:37,62.0,0,normal,49.0
21-Apr-25,22:37:07,72.0,0,normal,30.0
21-Apr-25,22:37:41,57.0,0,normal,34.0
21-Apr-25,22:38:16,71.0,0,normal,35.0
21-Apr-25,22:38:53,45.0,0,normal,37.0
21-Apr-25,22:39:42,70.0,0,normal,49.0
21-Apr-25,22:40:30,52.0,0,normal,48.0
21-Apr-25,22:41:00,65.0,0,normal,30.0
21-Apr-25,22:41:50,74.0,0,normal,50.0
21-Apr-25,22:42:21,40.0,0,normal,31.0
21-Apr-25,22:43:11,68.0,0,normal,50.0
21-Apr-25,22:44:10,75.0,0,normal,59.0
21-Apr-25,22:45:04,53.0,0,normal,54.0
21-Apr-25,22:45:36,70.0,0,normal,32.0
21-Apr-25,22:46:23,67.0,0,normal,47.0
21-Apr-25,22:47:15,48.0,0,normal,52.0
21-Apr-25,22:47:48,40.0,0,normal,33.0
21-Apr-25,22:48:36,60.0,0,normal,48.0
21-Apr-25,22:49:33,42.0,0,normal,57.0
21-Apr-25,22:50:30,53.0,0,normal,57.0
21-Apr-25,22:51:09,70.0,0,normal,39.0
21-Apr-25,22:52:02,49.0,0,normal,53.0
21-Apr-25,22:52:58,51.0,0,normal,56.0
21-Apr-25,22:53:59,51.0,0,normal,61.0
21-Apr-25,22:54:43,77.0,0,normal,44.0
21-Apr-25,22:55:31,57.0,0,normal,48.0
21-Apr-25,23:50:45,40.0,0,normal,3314.0
21-Apr-25,23:51:18,47.0,0,normal,33.0
21-Apr-25,23:52:09,50.0,0,normal,51.0
21-Apr-25,23:53:02,67.0,0,normal,53.0
21-Apr-25,23:53:39,62.0,0,normal,37.0
21-Apr-25,23:54:13,42.0,0,normal,34.0
21-Apr-25,23:54:57,56.0,0,normal,44.0
21-Apr-25,23:55:45,40.0,0,normal,48.0
21-Apr-25,23:56:44,51.0,0,normal,59.0
21-Apr-25,23:57:28,69.0,0,normal,44.0
21-Apr-25,23:58:07,57.0,0,normal,39.0
21-Apr-25,23:58:36,58.0,0,normal,29.0
21-Apr-25,23:59:09,75.0,0,normal,33.0
22-Apr-25,00:00:00,61.0,0,normal,51.0
22-Apr-25,00:00:43,56.0,0,normal,43.0
22-Apr-25,00:01:32,71.0,0,normal,49.0
22-Apr-25,00:02:11,49.0,0,normal,39.0
22-Apr-25,00:03:04,67.0,0,normal,53.0
22-Apr-25,00:03:45,77.0,0,normal,41.0
22-Apr-25,00:04:44,77.0,0,normal,59.0
22-Apr-25,00:05:24,52.0,0,normal,40.0
22-Apr-25,00:06:01,59.0,0,normal,37.0
22-Apr-25,00:06:42,48.0,0,normal,41.0
22-Apr-25,00:07:12,80.0,0,normal,30.0
22-Apr-25,00:07:43,75.0,0,normal,31.0
22-Apr-25,00:08:33,46.0,0,normal,50.0
22-Apr-25,00:09:33,54.0,0,normal,60.0
22-Apr-25,00:10:15,80.0,0,normal,42.0
22-Apr-25,00:10:53,50.0,0,normal,38.0
22-Apr-25,00:11:37,76.0,0,normal,44.0
22-Apr-25,00:12:14,57.0,0,normal,37.0
22-Apr-25,00:13:02,78.0,0,normal,48.0
22-Apr-25,00:13:33,54.0,0,normal,31.0
22-Apr-25,00:14:24,69.0,0,normal,51.0
22-Apr-25,00:15:15,45.0,0,normal,51.0
22-Apr-25,00:15:45,66.0,0,normal,30.0
22-Apr-25,00:16:43,54.0,0,normal,58.0
22-Apr-25,00:17:40,51.0,0,normal,57.0
22-Apr-25,00:18:22,56.0,0,normal,42.0
22-Apr-25,00:18:58,78.0,0,normal,36.0
22-Apr-25,00:19:35,65.0,0,normal,37.0
22-Apr-25,00:20:28,61.0,0,normal,53.0
22-Apr-25,00:21:08,77.0,0,normal,40.0
22-Apr-25,00:21:59,56.0,0,normal,51.0
22-Apr-25,00:22:29,42.0,0,normal,30.0
22-Apr-25,00:23:17,46.0,0,normal,48.0
22-Apr-25,00:23:51,48.0,0,normal,34.0
22-Apr-25,00:24:32,46.0,0,normal,41.0
22-Apr-25,00:25:03,55.0,0,normal,31.0
22-Apr-25,00:25:47,47.0,0,normal,44.0
22-Apr-25,00:26:42,78.0,0,normal,55.0
22-Apr-25,00:27:40,80.0,0,normal,58.0
22-Apr-25,00:28:10,77.0,0,normal,30.0
22-Apr-25,00:28:51,49.0,0,normal,41.0
22-Apr-25,00:29:38,41.0,0,normal,47.0
22-Apr-25,00:30:35,74.0,0,normal,57.0
22-Apr-25,00:31:14,42.0,0,normal,39.0
22-Apr-25,00:32:00,77.0,0,normal,46.0
22-Apr-25,00:32:56,68.0,0,normal,56.0
22-Apr-25,00:33:36,59.0,0,normal,40.0
22-Apr-25,00:34:08,74.0,0,normal,32.0
22-Apr-25,00:34:56,73.0,0,normal,48.0
22-Apr-25,00:35:54,43.0,0,normal,58.0
22-Apr-25,00:36:36,71.0,0,normal,42.0
22-Apr-25,00:37:34,57.0,0,normal,58.0
22-Apr-25,00:38:09,45.0,0,normal,35.0
22-Apr-25,00:38:52,40.0,0,normal,43.0
22-Apr-25,00:39:39,50.0,0,normal,47.0
22-Apr-25,00:40:09,75.0,0,normal,30.0
22-Apr-25,00:40:47,68.0,0,normal,38.0
22-Apr-25,00:41:30,42.0,0,normal,43.0
22-Apr-25,00:42:28,56.0,0,normal,58.0
22-Apr-25,00:43:03,71.0,0,normal,35.0
22-Apr-25,00:43:57,80.0,0,normal,54.0
22-Apr-25,00:44:31,43.0,0,normal,34.0
22-Apr-25,00:45:19,72.0,0,normal,48.0
22-Apr-25,00:45:48,73.0,0,normal,29.0
22-Apr-25,00:46:47,41.0,0,normal,59.0
22-Apr-25,00:47:39,41.0,0,normal,52.0
22-Apr-25,00:48:10,73.0,0,normal,31.0
22-Apr-25,00:48:47,72.0,0,normal,37.0
22-Apr-25,00:49:24,45.0,0,normal,37.0
22-Apr-25,00:50:15,54.0,0,normal,51.0
22-Apr-25,00:51:08,74.0,0,normal,53.0
22-Apr-25,00:51:49,55.0,0,normal,41.0
22-Apr-25,00:52:42,47.0,0,normal,53.0
22-Apr-25,00:53:24,66.0,0,normal,42.0
22-Apr-25,00:54:02,49.0,0,normal,38.0
22-Apr-25,00:54:32,75.0,0,normal,30.0
22-Apr-25,00:55:26,72.0,0,normal,54.0
22-Apr-25,00:56:13,77.0,0,normal,47.0
22-Apr-25,00:56:53,44.0,0,normal,40.0
22-Apr-25,00:57:26,76.0,0,normal,33.0
22-Apr-25,00:58:05,65.0,0,normal,39.0
22-Apr-25,00:58:42,62.0,0,normal,37.0
22-Apr-25,00:59:37,40.0,0,normal,55.0
22-Apr-25,01:00:12,62.0,0,normal,35.0
22-Apr-25,01:01:09,72.0,0,normal,57.0
22-Apr-25,01:01:58,58.0,0,normal,49.0
22-Apr-25,01:02:37,61.0,0,normal,39.0
22-Apr-25,01:03:19,70.0,0,normal,42.0
22-Apr-25,01:04:17,75.0,0,normal,58.0
22-Apr-25,01:04:53,62.0,0,normal,36.0
22-Apr-25,01:05:41,71.0,0,normal,48.0
22-Apr-25,01:06:12,58.0,0,normal,31.0
22-Apr-25,01:07:02,58.0,0,normal,50.0
22-Apr-25,01:07:39,74.0,0,normal,37.0
22-Apr-25,01:08:30,53.0,0,normal,51.0
22-Apr-25,01:09:03,53.0,0,normal,33.0
22-Apr-25,01:10:00,76.0,0,normal,57.0
22-Apr-25,01:10:30,52.0,0,normal,30.0
22-Apr-25,01:11:19,64.0,0,normal,49.0
22-Apr-25,01:11:58,60.0,0,normal,39.0
22-Apr-25,01:12:57,44.0,0,normal,59.0
22-Apr-25,01:13:40,61.0,0,normal,43.0
22-Apr-25,01:14:12,71.0,0,normal,32.0
22-Apr-25,01:14:54,72.0,0,normal,42.0
22-Apr-25,01:15:29,50.0,0,normal,35.0
22-Apr-25,01:16:17,75.0,0,normal,48.0
22-Apr-25,01:16:53,80.0,0,normal,36.0
22-Apr-25,01:17:23,77.0,0,normal,30.0
22-Apr-25,01:18:14,40.0,0,normal,51.0
22-Apr-25,01:19:14,76.0,0,normal,60.0
22-Apr-25,01:19:56,72.0,0,normal,42.0
22-Apr-25,01:20:34,68.0,0,normal,38.0
22-Apr-25,01:21:20,47.0,0,normal,46.0
22-Apr-25,01:22:12,48.0,0,normal,52.0
22-Apr-25,01:23:06,56.0,0,normal,54.0
22-Apr-25,01:23:53,54.0,0,normal,47.0
22-Apr-25,01:24:22,79.0,0,normal,29.0
22-Apr-25,01:25:21,70.0,0,normal,59.0
22-Apr-25,01:26:21,65.0,0,normal,60.0
22-Apr-25,01:27:00,63.0,0,normal,39.0
22-Apr-25,01:27:52,52.0,0,normal,52.0
22-Apr-25,01:28:41,64.0,0,normal,49.0
22-Apr-25,01:29:23,54.0,0,normal,42.0
22-Apr-25,01:30:07,55.0,0,normal,44.0
22-Apr-25,01:30:55,73.0,0,normal,48.0
22-Apr-25,01:31:38,48.0,0,normal,43.0
22-Apr-25,01:32:38,41.0,0,normal,60.0
22-Apr-25,01:33:22,65.0,0,normal,44.0
22-Apr-25,01:34:01,70.0,0,normal,39.0
22-Apr-25,01:34:49,48.0,0,normal,48.0
22-Apr-25,01:35:38,79.0,0,normal,49.0
22-Apr-25,01:36:29,51.0,0,normal,51.0
22-Apr-25,01:37:15,64.0,0,normal,46.0
22-Apr-25,01:37:59,44.0,0,normal,44.0
22-Apr-25,01:38:39,42.0,0,normal,40.0
22-Apr-25,01:39:39,68.0,0,normal,60.0
22-Apr-25,01:40:32,70.0,0,normal,53.0
22-Apr-25,01:41:11,72.0,0,normal,39.0
22-Apr-25,01:41:59,78.0,0,normal,48.0
22-Apr-25,01:42:33,77.0,0,normal,34.0
22-Apr-25,01:43:17,74.0,0,normal,44.0
22-Apr-25,01:44:05,40.0,0,normal,48.0
22-Apr-25,01:44:56,59.0,0,normal,51.0
22-Apr-25,01:45:38,64.0,0,normal,42.0
22-Apr-25,01:46:25,54.0,0,normal,47.0
22-Apr-25,01:47:24,41.0,0,normal,59.0
22-Apr-25,01:47:58,43.0,0,normal,34.0
22-Apr-25,01:48:44,52.0,0,normal,46.0
22-Apr-25,01:49:22,44.0,0,normal,38.0
22-Apr-25,01:49:55,71.0,0,normal,33.0
22-Apr-25,01:50:39,47.0,0,normal,44.0
22-Apr-25,01:51:20,55.0,0,normal,41.0
22-Apr-25,01:51:55,67.0,0,normal,35.0
22-Apr-25,01:52:36,45.0,0,normal,41.0
22-Apr-25,01:53:19,44.0,0,normal,43.0
22-Apr-25,01:54:07,57.0,0,normal,48.0
22-Apr-25,01:54:59,76.0,0,normal,52.0
22-Apr-25,01:55:35,41.0,0,normal,36.0
22-Apr-25,01:56:16,45.0,0,normal,41.0
22-Apr-25,01:57:11,44.0,0,normal,55.0
22-Apr-25,01:57:48,76.0,0,normal,37.0
22-Apr-25,01:58:39,80.0,0,normal,51.0
22-Apr-25,01:59:32,40.0,0,normal,53.0
22-Apr-25,02:00:25,64.0,0,normal,53.0
22-Apr-25,02:01:00,56.0,0,normal,35.0
22-Apr-25,02:01:47,40.0,0,normal,47.0
22-Apr-25,02:02:40,67.0,0,normal,53.0
22-Apr-25,02:03:19,48.0,0,normal,39.0
22-Apr-25,02:04:17,42.0,0,normal,58.0
22-Apr-25,02:05:01,76.0,0,normal,44.0
22-Apr-25,02:05:51,74.0,0,normal,50.0
22-Apr-25,02:06:23,51.0,0,normal,32.0
22-Apr-25,02:07:17,62.0,0,normal,54.0
22-Apr-25,02:07:58,73.0,0,normal,41.0
22-Apr-25,02:08:44,46.0,0,normal,46.0
22-Apr-25,02:09:33,73.0,0,normal,49.0
22-Apr-25,02:10:20,64.0,0,normal,47.0
22-Apr-25,02:11:02,55.0,0,normal,42.0
22-Apr-25,02:11:33,66.0,0,normal,31.0
22-Apr-25,02:12:22,56.0,0,normal,49.0
22-Apr-25,02:12:56,45.0,0,normal,34.0
22-Apr-25,02:13:31,43.0,0,normal,35.0
22-Apr-25,02:14:07,55.0,0,normal,36.0
22-Apr-25,02:14:48,64.0,0,normal,41.0
22-Apr-25,02:15:20,73.0,0,normal,32.0
22-Apr-25,02:16:08,55.0,0,normal,48.0
22-Apr-25,02:16:38,65.0,0,normal,30.0
22-Apr-25,02:17:13,66.0,0,normal,35.0
22-Apr-25,02:17:48,42.0,0,normal,35.0
22-Apr-25,02:18:33,58.0,0,normal,45.0
22-Apr-25,02:19:04,42.0,0,normal,31.0
22-Apr-25,02:20:01,42.0,0,normal,57.0
22-Apr-25,02:20:47,78.0,0,normal,46.0
22-Apr-25,02:21:27,75.0,0,normal,40.0
22-Apr-25,02:22:25,67.0,0,normal,58.0
22-Apr-25,02:23:05,75.0,0,normal,40.0
22-Apr-25,02:23:41,70.0,0,normal,36.0
22-Apr-25,02:24:19,56.0,0,normal,38.0
22-Apr-25,02:25:03,50.0,0,normal,44.0
22-Apr-25,02:25:51,69.0,0,normal,48.0
22-Apr-25,02:26:51,47.0,0,normal,60.0
22-Apr-25,02:27:45,55.0,0,normal,54.0
22-Apr-25,02:28:26,43.0,0,normal,41.0
