"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message","src_ip","mqtt.connect.client_id"
"Apr 26, 2025 @ 05:06:23.819","-",mqtt,"iot/sensor/humedad",80,"192.168.1.2","-"
"Apr 26, 2025 @ 05:05:43.804","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 05:05:43.804","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 05:04:48.784","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 05:04:48.784","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 05:04:14.772","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 05:04:14.772","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 05:03:43.760","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 05:03:43.760","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 05:03:02.746","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 05:03:02.746","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 05:02:11.727","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 05:02:11.727","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 05:01:28.711","-",mqtt,"iot/sensor/humedad",54,"192.168.1.2","-"
"Apr 26, 2025 @ 05:01:28.711","-",mqtt,"iot/sensor/humedad",54,"192.168.1.2","-"
"Apr 26, 2025 @ 05:00:48.697","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 05:00:48.697","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 05:00:16.685","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 05:00:16.685","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 04:59:35.671","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:59:35.671","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:58:42.651","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 04:58:42.651","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 04:58:00.637","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:58:00.636","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:57:25.624","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:57:25.624","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:56:52.613","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:56:52.613","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:55:54.590","-",mqtt,"iot/sensor/humedad",57,"192.168.1.2","-"
"Apr 26, 2025 @ 04:55:54.590","-",mqtt,"iot/sensor/humedad",57,"192.168.1.2","-"
"Apr 26, 2025 @ 04:55:07.573","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:55:07.573","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:54:24.556","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:54:24.556","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 04:53:34.538","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 04:53:34.538","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 04:52:57.524","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 04:52:57.524","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 04:52:15.508","-",mqtt,"iot/sensor/humedad",43,"192.168.1.2","-"
"Apr 26, 2025 @ 04:52:15.508","-",mqtt,"iot/sensor/humedad",43,"192.168.1.2","-"
"Apr 26, 2025 @ 04:51:32.487","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:51:32.487","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:50:58.470","-",mqtt,"iot/sensor/humedad",62,"192.168.1.2","-"
"Apr 26, 2025 @ 04:50:58.470","-",mqtt,"iot/sensor/humedad",62,"192.168.1.2","-"
"Apr 26, 2025 @ 04:50:02.446","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 04:50:02.446","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 04:49:13.422","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 04:49:13.422","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 04:48:35.404","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 04:48:35.404","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 04:47:53.383","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 04:47:53.383","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 04:46:59.355","-",mqtt,"iot/sensor/humedad",76,"192.168.1.2","-"
"Apr 26, 2025 @ 04:46:59.355","-",mqtt,"iot/sensor/humedad",76,"192.168.1.2","-"
"Apr 26, 2025 @ 04:46:01.327","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:46:01.327","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:45:19.308","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:45:19.307","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:44:22.281","-",mqtt,"iot/sensor/humedad",72,"192.168.1.2","-"
"Apr 26, 2025 @ 04:44:22.281","-",mqtt,"iot/sensor/humedad",72,"192.168.1.2","-"
"Apr 26, 2025 @ 04:43:30.253","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 04:43:30.253","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 04:42:48.232","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 04:42:48.232","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 04:42:09.214","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 04:42:09.214","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 04:41:28.195","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:41:28.195","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 04:40:28.166","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:40:28.166","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:39:47.145","-",mqtt,"iot/sensor/humedad",65,"192.168.1.2","-"
"Apr 26, 2025 @ 04:39:47.145","-",mqtt,"iot/sensor/humedad",65,"192.168.1.2","-"
"Apr 26, 2025 @ 04:38:50.117","-",mqtt,"iot/sensor/humedad",43,"192.168.1.2","-"
"Apr 26, 2025 @ 04:38:50.117","-",mqtt,"iot/sensor/humedad",43,"192.168.1.2","-"
"Apr 26, 2025 @ 04:38:08.097","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 04:38:08.096","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 04:37:31.079","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 04:37:31.079","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 04:36:51.059","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:36:51.059","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:35:56.032","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:35:56.032","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:35:13.010","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 04:35:13.010","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 04:34:13.979","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 04:34:13.979","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 04:33:38.961","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:33:38.961","-",mqtt,"iot/sensor/humedad",52,"192.168.1.2","-"
"Apr 26, 2025 @ 04:32:40.932","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 04:32:40.932","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 04:32:03.915","-",mqtt,"iot/sensor/humedad",80,"192.168.1.2","-"
"Apr 26, 2025 @ 04:32:03.914","-",mqtt,"iot/sensor/humedad",80,"192.168.1.2","-"
"Apr 26, 2025 @ 04:31:23.896","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:31:23.896","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:30:38.876","-",mqtt,"iot/sensor/humedad",62,"192.168.1.2","-"
"Apr 26, 2025 @ 04:30:38.876","-",mqtt,"iot/sensor/humedad",62,"192.168.1.2","-"
"Apr 26, 2025 @ 04:29:42.851","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:29:42.851","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:29:05.833","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:29:05.833","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:28:08.806","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 04:28:08.806","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 04:27:20.781","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:27:20.781","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 04:26:44.764","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 04:26:44.764","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 04:25:59.740","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 04:25:59.740","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 04:25:27.724","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 04:25:27.724","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 04:24:53.706","-",mqtt,"iot/sensor/humedad",77,"192.168.1.2","-"
"Apr 26, 2025 @ 04:24:53.706","-",mqtt,"iot/sensor/humedad",77,"192.168.1.2","-"
"Apr 26, 2025 @ 04:24:21.690","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 04:24:21.690","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 04:23:45.671","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:23:45.670","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 04:22:50.643","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 04:22:50.643","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 04:22:03.620","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 04:22:03.620","-",mqtt,"iot/sensor/humedad",75,"192.168.1.2","-"
"Apr 26, 2025 @ 04:21:28.603","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:21:28.603","-",mqtt,"iot/sensor/humedad",45,"192.168.1.2","-"
"Apr 26, 2025 @ 04:20:50.584","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 04:20:50.584","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 03:20:50.867","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 03:20:50.867","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 03:20:09.848","-",mqtt,"iot/sensor/humedad",78,"192.168.1.2","-"
"Apr 26, 2025 @ 03:20:09.848","-",mqtt,"iot/sensor/humedad",78,"192.168.1.2","-"
"Apr 26, 2025 @ 03:19:32.831","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:19:32.831","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:18:51.812","-",mqtt,"iot/sensor/humedad",47,"192.168.1.2","-"
"Apr 26, 2025 @ 03:18:51.812","-",mqtt,"iot/sensor/humedad",47,"192.168.1.2","-"
"Apr 26, 2025 @ 03:18:21.798","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 03:18:21.798","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 03:17:31.775","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 03:17:31.775","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 03:16:43.752","-",mqtt,"iot/sensor/humedad",71,"192.168.1.2","-"
"Apr 26, 2025 @ 03:16:43.752","-",mqtt,"iot/sensor/humedad",71,"192.168.1.2","-"
"Apr 26, 2025 @ 03:16:12.738","-",mqtt,"iot/sensor/humedad",57,"192.168.1.2","-"
"Apr 26, 2025 @ 03:16:12.737","-",mqtt,"iot/sensor/humedad",57,"192.168.1.2","-"
"Apr 26, 2025 @ 03:15:34.719","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 03:15:34.719","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 03:14:50.697","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 03:14:50.697","-",mqtt,"iot/sensor/humedad",66,"192.168.1.2","-"
"Apr 26, 2025 @ 03:14:19.681","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:14:19.681","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:13:22.654","-",mqtt,"iot/sensor/humedad",65,"192.168.1.2","-"
"Apr 26, 2025 @ 03:13:22.653","-",mqtt,"iot/sensor/humedad",65,"192.168.1.2","-"
"Apr 26, 2025 @ 03:12:43.635","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 03:12:43.635","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 03:11:51.609","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:11:51.609","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:11:20.594","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:11:20.594","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:10:50.580","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 03:10:50.580","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 03:09:52.552","-",mqtt,"iot/sensor/humedad",55,"192.168.1.2","-"
"Apr 26, 2025 @ 03:09:52.552","-",mqtt,"iot/sensor/humedad",55,"192.168.1.2","-"
"Apr 26, 2025 @ 03:09:06.529","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:09:06.529","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:08:18.504","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:08:18.504","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:07:29.479","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 03:07:29.479","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 03:06:57.464","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 03:06:57.464","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 03:06:26.448","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:06:26.448","-",mqtt,"iot/sensor/humedad",51,"192.168.1.2","-"
"Apr 26, 2025 @ 03:05:51.429","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:05:51.429","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:05:12.409","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 03:05:12.409","-",mqtt,"iot/sensor/humedad",44,"192.168.1.2","-"
"Apr 26, 2025 @ 03:04:36.391","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 03:04:36.391","-",mqtt,"iot/sensor/humedad",60,"192.168.1.2","-"
"Apr 26, 2025 @ 03:03:52.368","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:03:52.368","-",mqtt,"iot/sensor/humedad",42,"192.168.1.2","-"
"Apr 26, 2025 @ 03:03:22.350","-",mqtt,"iot/sensor/humedad",71,"192.168.1.2","-"
"Apr 26, 2025 @ 03:03:22.350","-",mqtt,"iot/sensor/humedad",71,"192.168.1.2","-"
"Apr 26, 2025 @ 03:02:22.322","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 03:02:22.322","-",mqtt,"iot/sensor/humedad",46,"192.168.1.2","-"
"Apr 26, 2025 @ 03:01:30.291","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 03:01:30.291","-",mqtt,"iot/sensor/humedad",40,"192.168.1.2","-"
"Apr 26, 2025 @ 03:00:56.275","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:00:56.275","-",mqtt,"iot/sensor/humedad",41,"192.168.1.2","-"
"Apr 26, 2025 @ 03:00:05.252","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 03:00:05.252","-",mqtt,"iot/sensor/humedad",67,"192.168.1.2","-"
"Apr 26, 2025 @ 02:59:17.228","-",mqtt,"iot/sensor/humedad",72,"192.168.1.2","-"
"Apr 26, 2025 @ 02:59:17.228","-",mqtt,"iot/sensor/humedad",72,"192.168.1.2","-"
"Apr 26, 2025 @ 02:58:37.211","-",mqtt,"iot/sensor/humedad",55,"192.168.1.2","-"
"Apr 26, 2025 @ 02:58:37.211","-",mqtt,"iot/sensor/humedad",55,"192.168.1.2","-"
"Apr 26, 2025 @ 02:58:14.197","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 02:58:14.197","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 02:57:44.184","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:57:44.184","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:57:36.178","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 02:57:36.177","-",mqtt,"iot/sensor/humedad",56,"192.168.1.2","-"
"Apr 26, 2025 @ 02:54:40.096","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 02:54:40.096","-",mqtt,"iot/sensor/humedad",48,"192.168.1.2","-"
"Apr 26, 2025 @ 02:54:10.084","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 02:54:10.084","-",mqtt,"iot/sensor/humedad",73,"192.168.1.2","-"
"Apr 26, 2025 @ 02:53:28.065","-",mqtt,"iot/sensor/humedad",74,"192.168.1.2","-"
"Apr 26, 2025 @ 02:53:28.065","-",mqtt,"iot/sensor/humedad",74,"192.168.1.2","-"
"Apr 26, 2025 @ 02:52:38.045","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 02:52:38.045","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 02:52:02.029","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 02:52:02.029","-",mqtt,"iot/sensor/humedad",68,"192.168.1.2","-"
"Apr 26, 2025 @ 02:51:24.011","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 02:51:24.011","-",mqtt,"iot/sensor/humedad",79,"192.168.1.2","-"
"Apr 26, 2025 @ 02:50:50.995","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 02:50:50.995","-",mqtt,"iot/sensor/humedad",63,"192.168.1.2","-"
"Apr 26, 2025 @ 02:50:18.979","-",mqtt,"iot/sensor/humedad",69,"192.168.1.2","-"
"Apr 26, 2025 @ 02:50:18.979","-",mqtt,"iot/sensor/humedad",69,"192.168.1.2","-"
"Apr 26, 2025 @ 02:49:25.952","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 02:49:25.952","-",mqtt,"iot/sensor/humedad",59,"192.168.1.2","-"
"Apr 26, 2025 @ 02:48:35.927","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:48:35.927","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:48:02.910","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 02:48:02.910","-",mqtt,"iot/sensor/humedad",53,"192.168.1.2","-"
"Apr 26, 2025 @ 02:47:28.893","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:47:28.893","-",mqtt,"iot/sensor/humedad",64,"192.168.1.2","-"
"Apr 26, 2025 @ 02:46:39.871","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 02:46:39.870","-",mqtt,"iot/sensor/humedad",70,"192.168.1.2","-"
"Apr 26, 2025 @ 02:45:40.842","-",mqtt,"iot/sensor/humedad",54,"192.168.1.2","-"
"Apr 26, 2025 @ 02:45:40.842","-",mqtt,"iot/sensor/humedad",54,"192.168.1.2","-"
"Apr 26, 2025 @ 02:44:53.820","-",mqtt,"iot/sensor/humedad",80,"192.168.1.2","-"
