"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message"
"Apr 24, 2025 @ 16:26:16.393","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:25:17.362","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:25:17.362","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:23:58.326","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:23:58.326","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:23:21.310","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:23:21.310","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:22:50.294","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:22:50.294","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:21:47.266","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:21:47.266","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:20:28.230","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:20:28.230","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:19:52.213","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:19:52.213","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:18:50.184","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:18:50.184","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:17:52.157","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:17:52.157","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:16:56.130","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:16:56.130","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:15:55.102","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:15:55.102","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:15:21.086","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:15:21.086","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:14:33.065","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:14:33.065","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:13:48.042","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:13:48.042","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:13:03.022","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:13:03.022","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:11:47.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:11:47.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:10:34.951","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:10:34.951","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:10:01.936","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:10:01.936","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:09:06.911","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:09:06.911","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:07:56.880","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:07:56.880","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:06:52.848","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:06:52.848","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:06:14.829","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:06:14.829","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:05:08.798","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:05:08.798","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:04:16.772","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:04:16.772","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:03:33.751","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:03:33.751","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:03:03.738","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:03:03.738","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:01:56.706","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:01:56.706","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:00:48.673","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:00:48.673","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 16:00:16.658","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 16:00:16.658","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:59:06.624","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:59:06.623","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:58:24.602","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:58:24.602","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:57:41.580","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:57:41.580","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:56:58.559","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:56:58.558","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:55:44.521","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:55:44.521","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:54:27.484","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:54:27.484","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:53:38.461","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:53:38.461","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:52:42.434","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:52:42.434","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:51:41.404","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:51:41.404","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:51:02.385","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:51:02.385","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:50:05.356","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:50:05.356","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:49:30.340","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:49:30.340","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:48:32.311","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:48:32.311","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:47:48.288","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:47:48.288","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:47:10.269","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:47:10.269","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:45:51.231","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:45:51.231","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:45:12.214","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:45:12.213","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:44:33.192","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:44:33.192","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:43:50.170","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:43:50.170","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:42:34.134","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:42:34.134","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:41:50.113","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:41:50.113","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:40:55.087","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:40:55.087","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:39:59.060","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:39:59.060","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:39:03.033","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:39:03.033","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:38:16.011","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:38:16.010","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:37:43.995","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:37:43.995","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:36:28.959","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:36:28.959","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:35:29.931","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:35:29.931","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:34:29.902","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:34:29.901","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:33:28.873","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:33:28.873","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:32:49.854","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:32:49.853","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:31:50.824","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:31:50.824","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:30:40.787","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:30:40.787","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:29:32.752","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:29:32.751","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:29:02.738","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:29:02.738","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:27:59.708","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:27:59.708","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:27:02.681","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:27:02.681","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:26:30.664","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:26:30.664","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:25:31.637","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:25:31.637","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:24:46.615","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:24:46.615","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:23:46.586","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:23:46.586","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:22:45.556","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:22:45.556","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:22:06.538","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:22:06.538","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:21:34.521","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:21:34.521","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:20:25.486","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:20:25.486","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:19:11.451","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:19:11.451","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:18:34.432","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:18:34.432","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:17:52.412","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:17:52.412","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:16:40.377","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:16:40.377","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:15:37.347","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:15:37.347","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:14:22.309","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:14:22.309","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:13:06.272","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:13:06.272","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:12:32.252","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:12:32.252","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:11:19.214","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:11:19.214","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:10:03.175","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:10:03.175","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:08:46.134","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:08:46.134","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:07:31.097","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:07:31.096","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:06:44.071","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:06:44.071","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:05:40.038","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:05:40.038","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:04:24.999","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:04:24.999","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:03:35.973","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:03:35.973","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:02:15.929","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:02:15.929","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:01:20.902","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:01:20.902","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 15:00:16.870","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 15:00:16.870","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:59:13.839","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:59:13.839","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:58:26.816","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:58:26.816","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:57:26.787","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:57:26.787","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:56:31.761","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:56:31.761","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:55:33.733","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:55:33.733","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:54:45.708","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:54:45.708","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:53:45.679","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:53:45.679","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:52:41.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:52:41.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:52:08.631","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:52:08.631","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:51:12.603","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:51:12.603","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:50:04.567","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:50:04.567","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 14:49:09.543","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 14:49:09.543","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 00:03:05.129","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 00:03:05.129","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 00:02:17.102","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 00:02:17.102","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 00:01:10.068","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 00:01:10.068","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 24, 2025 @ 00:00:19.040","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 24, 2025 @ 00:00:19.040","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:59:01.002","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:59:01.002","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:58:02.974","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 23:58:02.974","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 23:56:50.941","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 23:56:50.941","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 23:56:13.923","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:56:13.923","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:55:13.893","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:55:13.893","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 23:54:11.863","-",mqtt,"iot/sensor/puerta",ABIERTO
