date,time,door_state,sphone_signal,label,type,hour,minute,second,delta_time
22-Apr-25,14:47:20,open,0,0,normal,14,47,20,0.0
22-Apr-25,14:47:36,open,0,0,normal,14,47,36,16.0
22-Apr-25,14:47:36,open,0,0,normal,14,47,36,0.0
22-Apr-25,14:47:49,closed,0,0,normal,14,47,49,13.0
22-Apr-25,14:47:49,closed,0,0,normal,14,47,49,0.0
22-Apr-25,14:48:18,closed,0,0,normal,14,48,18,29.0
22-Apr-25,14:48:18,closed,0,0,normal,14,48,18,0.0
22-Apr-25,14:48:33,closed,0,0,normal,14,48,33,15.0
22-Apr-25,14:48:33,closed,0,0,normal,14,48,33,0.0
22-Apr-25,14:48:49,open,0,0,normal,14,48,49,16.0
22-Apr-25,14:48:49,open,0,0,normal,14,48,49,0.0
22-Apr-25,14:49:10,closed,0,0,normal,14,49,10,21.0
22-Apr-25,14:49:10,closed,0,0,normal,14,49,10,0.0
22-Apr-25,14:49:27,closed,0,0,normal,14,49,27,17.0
22-Apr-25,14:49:27,closed,0,0,normal,14,49,27,0.0
22-Apr-25,14:49:54,closed,0,0,normal,14,49,54,27.0
22-Apr-25,14:49:54,closed,0,0,normal,14,49,54,0.0
22-Apr-25,14:50:24,open,0,0,normal,14,50,24,30.0
22-Apr-25,14:50:24,open,0,0,normal,14,50,24,0.0
22-Apr-25,14:50:36,closed,0,0,normal,14,50,36,12.0
22-Apr-25,14:50:36,closed,0,0,normal,14,50,36,0.0
22-Apr-25,14:51:02,open,0,0,normal,14,51,2,26.0
22-Apr-25,14:51:02,open,0,0,normal,14,51,2,0.0
22-Apr-25,14:51:27,open,0,0,normal,14,51,27,25.0
22-Apr-25,14:51:27,open,0,0,normal,14,51,27,0.0
22-Apr-25,14:51:42,open,0,0,normal,14,51,42,15.0
22-Apr-25,14:51:42,open,0,0,normal,14,51,42,0.0
22-Apr-25,14:52:09,open,0,0,normal,14,52,9,27.0
22-Apr-25,14:52:09,open,0,0,normal,14,52,9,0.0
22-Apr-25,14:52:29,open,0,0,normal,14,52,29,20.0
22-Apr-25,14:52:29,open,0,0,normal,14,52,29,0.0
22-Apr-25,14:52:59,closed,0,0,normal,14,52,59,30.0
22-Apr-25,14:52:59,closed,0,0,normal,14,52,59,0.0
22-Apr-25,14:53:20,closed,0,0,normal,14,53,20,21.0
22-Apr-25,14:53:20,closed,0,0,normal,14,53,20,0.0
22-Apr-25,14:53:48,closed,0,0,normal,14,53,48,28.0
22-Apr-25,14:53:48,closed,0,0,normal,14,53,48,0.0
22-Apr-25,14:54:01,open,0,0,normal,14,54,1,13.0
22-Apr-25,14:54:01,open,0,0,normal,14,54,1,0.0
22-Apr-25,14:54:24,closed,0,0,normal,14,54,24,23.0
22-Apr-25,14:54:24,closed,0,0,normal,14,54,24,0.0
22-Apr-25,14:54:38,closed,0,0,normal,14,54,38,14.0
22-Apr-25,14:54:38,closed,0,0,normal,14,54,38,0.0
22-Apr-25,14:54:57,open,0,0,normal,14,54,57,19.0
22-Apr-25,14:54:57,open,0,0,normal,14,54,57,0.0
22-Apr-25,14:55:26,open,0,0,normal,14,55,26,29.0
22-Apr-25,14:55:26,open,0,0,normal,14,55,26,0.0
22-Apr-25,14:55:37,open,0,0,normal,14,55,37,11.0
22-Apr-25,14:55:37,open,0,0,normal,14,55,37,0.0
22-Apr-25,14:56:00,open,0,0,normal,14,56,0,23.0
22-Apr-25,14:56:00,open,0,0,normal,14,56,0,0.0
22-Apr-25,14:56:28,closed,0,0,normal,14,56,28,28.0
22-Apr-25,14:56:28,closed,0,0,normal,14,56,28,0.0
22-Apr-25,14:56:50,closed,0,0,normal,14,56,50,22.0
22-Apr-25,14:56:50,closed,0,0,normal,14,56,50,0.0
22-Apr-25,14:57:13,closed,0,0,normal,14,57,13,23.0
22-Apr-25,14:57:13,closed,0,0,normal,14,57,13,0.0
22-Apr-25,14:57:25,open,0,0,normal,14,57,25,12.0
22-Apr-25,14:57:25,open,0,0,normal,14,57,25,0.0
22-Apr-25,14:57:35,open,0,0,normal,14,57,35,10.0
22-Apr-25,14:57:35,open,0,0,normal,14,57,35,0.0
22-Apr-25,14:58:00,closed,0,0,normal,14,58,0,25.0
22-Apr-25,14:58:00,closed,0,0,normal,14,58,0,0.0
22-Apr-25,14:58:22,open,0,0,normal,14,58,22,22.0
22-Apr-25,14:58:22,open,0,0,normal,14,58,22,0.0
22-Apr-25,14:58:38,open,0,0,normal,14,58,38,16.0
22-Apr-25,14:58:38,open,0,0,normal,14,58,38,0.0
22-Apr-25,14:58:56,open,0,0,normal,14,58,56,18.0
22-Apr-25,14:58:56,open,0,0,normal,14,58,56,0.0
22-Apr-25,14:59:09,closed,0,0,normal,14,59,9,13.0
22-Apr-25,14:59:09,closed,0,0,normal,14,59,9,0.0
22-Apr-25,14:59:29,open,0,0,normal,14,59,29,20.0
22-Apr-25,14:59:29,open,0,0,normal,14,59,29,0.0
22-Apr-25,14:59:51,closed,0,0,normal,14,59,51,22.0
22-Apr-25,14:59:51,closed,0,0,normal,14,59,51,0.0
22-Apr-25,15:00:13,open,0,0,normal,15,0,13,22.0
22-Apr-25,15:00:13,open,0,0,normal,15,0,13,0.0
22-Apr-25,15:00:26,closed,0,0,normal,15,0,26,13.0
22-Apr-25,15:00:26,closed,0,0,normal,15,0,26,0.0
22-Apr-25,15:00:39,closed,0,0,normal,15,0,39,13.0
22-Apr-25,15:00:39,closed,0,0,normal,15,0,39,0.0
22-Apr-25,15:01:04,open,0,0,normal,15,1,4,25.0
22-Apr-25,15:01:04,open,0,0,normal,15,1,4,0.0
22-Apr-25,15:01:27,open,0,0,normal,15,1,27,23.0
22-Apr-25,15:01:27,open,0,0,normal,15,1,27,0.0
22-Apr-25,15:01:50,open,0,0,normal,15,1,50,23.0
22-Apr-25,15:01:50,open,0,0,normal,15,1,50,0.0
22-Apr-25,15:02:07,open,0,0,normal,15,2,7,17.0
22-Apr-25,15:02:07,open,0,0,normal,15,2,7,0.0
22-Apr-25,15:02:28,closed,0,0,normal,15,2,28,21.0
22-Apr-25,15:02:28,closed,0,0,normal,15,2,28,0.0
22-Apr-25,15:02:43,closed,0,0,normal,15,2,43,15.0
22-Apr-25,15:02:43,closed,0,0,normal,15,2,43,0.0
22-Apr-25,15:03:00,open,0,0,normal,15,3,0,17.0
22-Apr-25,15:03:00,open,0,0,normal,15,3,0,0.0
22-Apr-25,17:14:44,open,0,0,normal,17,14,44,7904.0
22-Apr-25,17:14:44,open,0,0,normal,17,14,44,0.0
22-Apr-25,17:14:58,open,0,0,normal,17,14,58,14.0
22-Apr-25,17:14:58,open,0,0,normal,17,14,58,0.0
22-Apr-25,17:15:16,closed,0,0,normal,17,15,16,18.0
22-Apr-25,17:15:16,closed,0,0,normal,17,15,16,0.0
22-Apr-25,17:15:26,closed,0,0,normal,17,15,26,10.0
22-Apr-25,17:15:26,closed,0,0,normal,17,15,26,0.0
22-Apr-25,17:15:53,open,0,0,normal,17,15,53,27.0
22-Apr-25,17:15:53,open,0,0,normal,17,15,53,0.0
22-Apr-25,17:16:19,closed,0,0,normal,17,16,19,26.0
22-Apr-25,17:16:19,closed,0,0,normal,17,16,19,0.0
22-Apr-25,17:16:49,closed,0,0,normal,17,16,49,30.0
22-Apr-25,17:16:49,closed,0,0,normal,17,16,49,0.0
22-Apr-25,17:17:02,closed,0,0,normal,17,17,2,13.0
22-Apr-25,17:17:02,closed,0,0,normal,17,17,2,0.0
22-Apr-25,17:17:21,open,0,0,normal,17,17,21,19.0
22-Apr-25,17:17:21,open,0,0,normal,17,17,21,0.0
22-Apr-25,17:17:34,open,0,0,normal,17,17,34,13.0
22-Apr-25,17:17:34,open,0,0,normal,17,17,34,0.0
22-Apr-25,17:18:03,open,0,0,normal,17,18,3,29.0
22-Apr-25,17:18:03,open,0,0,normal,17,18,3,0.0
22-Apr-25,17:18:13,open,0,0,normal,17,18,13,10.0
22-Apr-25,17:18:13,open,0,0,normal,17,18,13,0.0
22-Apr-25,17:18:26,closed,0,0,normal,17,18,26,13.0
22-Apr-25,17:18:26,closed,0,0,normal,17,18,26,0.0
22-Apr-25,17:18:45,open,0,0,normal,17,18,45,19.0
22-Apr-25,17:18:45,open,0,0,normal,17,18,45,0.0
22-Apr-25,17:19:26,closed,0,0,normal,17,19,26,41.0
22-Apr-25,17:19:26,closed,0,0,normal,17,19,26,0.0
22-Apr-25,17:19:59,closed,0,0,normal,17,19,59,33.0
22-Apr-25,17:19:59,closed,0,0,normal,17,19,59,0.0
22-Apr-25,17:20:52,open,0,0,normal,17,20,52,53.0
22-Apr-25,17:20:52,open,0,0,normal,17,20,52,0.0
22-Apr-25,17:21:45,closed,0,0,normal,17,21,45,53.0
22-Apr-25,17:21:45,closed,0,0,normal,17,21,45,0.0
22-Apr-25,17:22:41,closed,0,0,normal,17,22,41,56.0
22-Apr-25,17:22:41,closed,0,0,normal,17,22,41,0.0
22-Apr-25,17:23:31,open,0,0,normal,17,23,31,50.0
22-Apr-25,17:23:31,open,0,0,normal,17,23,31,0.0
22-Apr-25,17:24:02,closed,0,0,normal,17,24,2,31.0
22-Apr-25,17:24:02,closed,0,0,normal,17,24,2,0.0
22-Apr-25,17:24:56,closed,0,0,normal,17,24,56,54.0
22-Apr-25,17:24:56,closed,0,0,normal,17,24,56,0.0
22-Apr-25,17:25:56,closed,0,0,normal,17,25,56,60.0
22-Apr-25,17:25:56,closed,0,0,normal,17,25,56,0.0
22-Apr-25,17:26:29,open,0,0,normal,17,26,29,33.0
22-Apr-25,17:26:29,open,0,0,normal,17,26,29,0.0
22-Apr-25,17:27:00,closed,0,0,normal,17,27,0,31.0
22-Apr-25,17:27:00,closed,0,0,normal,17,27,0,0.0
22-Apr-25,17:27:50,open,0,0,normal,17,27,50,50.0
22-Apr-25,17:27:50,open,0,0,normal,17,27,50,0.0
22-Apr-25,17:28:42,closed,0,0,normal,17,28,42,52.0
22-Apr-25,17:28:42,closed,0,0,normal,17,28,42,0.0
22-Apr-25,17:29:35,open,0,0,normal,17,29,35,53.0
22-Apr-25,17:29:35,open,0,0,normal,17,29,35,0.0
22-Apr-25,17:30:23,closed,0,0,normal,17,30,23,48.0
22-Apr-25,17:30:23,closed,0,0,normal,17,30,23,0.0
22-Apr-25,17:31:00,closed,0,0,normal,17,31,0,37.0
22-Apr-25,17:31:00,closed,0,0,normal,17,31,0,0.0
22-Apr-25,17:31:40,open,0,0,normal,17,31,40,40.0
22-Apr-25,17:31:40,open,0,0,normal,17,31,40,0.0
22-Apr-25,17:32:16,closed,0,0,normal,17,32,16,36.0
22-Apr-25,17:32:16,closed,0,0,normal,17,32,16,0.0
22-Apr-25,17:33:06,closed,0,0,normal,17,33,6,50.0
22-Apr-25,17:33:06,closed,0,0,normal,17,33,6,0.0
22-Apr-25,17:34:06,open,0,0,normal,17,34,6,60.0
22-Apr-25,17:34:06,open,0,0,normal,17,34,6,0.0
22-Apr-25,17:35:00,open,0,0,normal,17,35,0,54.0
22-Apr-25,17:35:00,open,0,0,normal,17,35,0,0.0
22-Apr-25,17:35:39,open,0,0,normal,17,35,39,39.0
22-Apr-25,17:35:39,open,0,0,normal,17,35,39,0.0
22-Apr-25,17:36:25,open,0,0,normal,17,36,25,46.0
22-Apr-25,17:36:25,open,0,0,normal,17,36,25,0.0
22-Apr-25,17:37:02,open,0,0,normal,17,37,2,37.0
22-Apr-25,17:37:02,open,0,0,normal,17,37,2,0.0
22-Apr-25,17:37:45,closed,0,0,normal,17,37,45,43.0
22-Apr-25,17:37:45,closed,0,0,normal,17,37,45,0.0
22-Apr-25,17:38:38,closed,0,0,normal,17,38,38,53.0
22-Apr-25,17:38:39,closed,0,0,normal,17,38,39,1.0
22-Apr-25,17:39:23,open,0,0,normal,17,39,23,44.0
22-Apr-25,17:39:23,open,0,0,normal,17,39,23,0.0
22-Apr-25,17:40:22,open,0,0,normal,17,40,22,59.0
22-Apr-25,17:40:22,open,0,0,normal,17,40,22,0.0
22-Apr-25,17:41:01,open,0,0,normal,17,41,1,39.0
22-Apr-25,17:41:01,open,0,0,normal,17,41,1,0.0
22-Apr-25,17:41:32,open,0,0,normal,17,41,32,31.0
22-Apr-25,17:41:32,open,0,0,normal,17,41,32,0.0
22-Apr-25,17:42:03,open,0,0,normal,17,42,3,31.0
