date,time,motion_status,light_status,label,type,delta_time
20-Apr-25,20:09:36,0,off,0,normal,74.0
20-Apr-25,20:10:54,1,off,0,normal,78.0
20-Apr-25,20:12:08,0,off,0,normal,74.0
20-Apr-25,20:13:14,1,off,0,normal,66.0
20-Apr-25,20:14:03,1,off,0,normal,49.0
20-Apr-25,20:14:56,0,off,0,normal,53.0
20-Apr-25,20:15:43,1,off,0,normal,47.0
20-Apr-25,20:16:34,0,off,0,normal,51.0
20-Apr-25,20:17:55,0,off,0,normal,81.0
20-Apr-25,20:19:09,1,off,0,normal,74.0
20-Apr-25,20:20:15,0,off,0,normal,66.0
20-Apr-25,20:21:40,1,off,0,normal,85.0
20-Apr-25,20:22:42,0,off,0,normal,62.0
20-Apr-25,20:24:01,1,off,0,normal,79.0
20-Apr-25,22:11:29,0,off,0,normal,6448.0
20-Apr-25,22:11:39,1,off,0,normal,10.0
20-Apr-25,22:11:49,1,off,0,normal,10.0
20-Apr-25,22:11:59,0,off,0,normal,10.0
20-Apr-25,22:14:41,1,off,0,normal,162.0
20-Apr-25,22:19:42,0,off,0,normal,301.0
20-Apr-25,22:20:28,0,off,0,normal,46.0
20-Apr-25,22:22:57,1,off,0,normal,149.0
20-Apr-25,22:30:25,0,off,0,normal,448.0
20-Apr-25,22:32:00,0,off,0,normal,95.0
21-Apr-25,19:04:47,1,off,0,normal,73967.0
21-Apr-25,19:05:18,1,off,0,normal,31.0
21-Apr-25,19:07:24,0,off,0,normal,126.0
21-Apr-25,19:08:03,0,off,0,normal,39.0
21-Apr-25,19:09:24,1,off,0,normal,81.0
21-Apr-25,19:14:23,1,off,0,normal,299.0
21-Apr-25,19:15:38,1,off,0,normal,75.0
21-Apr-25,21:51:12,0,off,0,normal,9334.0
21-Apr-25,21:52:27,1,off,0,normal,75.0
21-Apr-25,21:57:44,1,off,0,normal,317.0
21-Apr-25,21:57:44,0,off,0,normal,0.0
21-Apr-25,21:58:28,0,off,0,normal,44.0
21-Apr-25,21:58:28,1,off,0,normal,0.0
21-Apr-25,23:56:13,1,off,0,normal,7065.0
21-Apr-25,23:56:25,1,off,0,normal,12.0
22-Apr-25,09:24:38,1,off,0,normal,34093.0
22-Apr-25,09:32:48,0,off,0,normal,490.0
22-Apr-25,09:33:31,1,off,0,normal,43.0
22-Apr-25,09:34:43,0,off,0,normal,72.0
22-Apr-25,09:37:43,1,off,0,normal,180.0
22-Apr-25,09:40:40,1,off,0,normal,177.0
22-Apr-25,11:49:19,1,off,0,normal,7719.0
22-Apr-25,11:50:19,1,off,0,normal,60.0
22-Apr-25,11:54:19,0,off,0,normal,240.0
22-Apr-25,11:54:54,0,off,0,normal,35.0
22-Apr-25,14:05:57,1,off,0,normal,7863.0
22-Apr-25,14:07:26,0,off,0,normal,89.0
22-Apr-25,14:17:38,0,off,0,normal,612.0
22-Apr-25,14:18:31,0,off,0,normal,53.0
22-Apr-25,14:18:37,1,off,0,normal,6.0
22-Apr-25,14:19:57,0,off,0,normal,80.0
22-Apr-25,14:24:36,1,off,0,normal,279.0
22-Apr-25,14:26:01,1,off,0,normal,85.0
22-Apr-25,14:35:20,0,off,0,normal,559.0
22-Apr-25,14:40:01,0,off,0,normal,281.0
22-Apr-25,14:41:36,0,off,0,normal,95.0
22-Apr-25,17:14:44,1,off,0,normal,9188.0
22-Apr-25,17:19:26,0,off,0,normal,282.0
22-Apr-25,17:20:19,1,off,0,normal,53.0
22-Apr-25,17:20:21,1,off,0,normal,2.0
22-Apr-25,17:24:49,1,off,0,normal,268.0
22-Apr-25,17:25:33,1,off,0,normal,44.0
22-Apr-25,19:04:07,0,off,0,normal,5914.0
22-Apr-25,19:04:09,0,off,0,normal,2.0
22-Apr-25,19:10:21,0,off,0,normal,372.0
22-Apr-25,19:10:31,0,off,0,normal,10.0
22-Apr-25,19:10:40,0,off,0,normal,9.0
22-Apr-25,19:10:47,0,off,0,normal,7.0
22-Apr-25,19:10:56,0,off,0,normal,9.0
22-Apr-25,19:11:04,0,off,0,normal,8.0
22-Apr-25,19:11:09,0,off,0,normal,5.0
22-Apr-25,19:11:16,0,off,0,normal,7.0
22-Apr-25,19:11:26,1,off,0,normal,10.0
22-Apr-25,19:11:33,0,off,0,normal,7.0
22-Apr-25,19:11:41,0,off,0,normal,8.0
22-Apr-25,19:11:51,0,off,0,normal,10.0
22-Apr-25,19:11:57,1,off,0,normal,6.0
22-Apr-25,19:12:06,1,off,0,normal,9.0
22-Apr-25,19:12:14,1,off,0,normal,8.0
22-Apr-25,19:12:23,0,off,0,normal,9.0
22-Apr-25,19:12:32,0,off,0,normal,9.0
22-Apr-25,19:12:42,0,off,0,normal,10.0
22-Apr-25,19:12:47,0,off,0,normal,5.0
22-Apr-25,19:12:54,0,off,0,normal,7.0
22-Apr-25,19:13:04,0,off,0,normal,10.0
22-Apr-25,19:13:14,0,off,0,normal,10.0
22-Apr-25,19:13:22,0,off,0,normal,8.0
22-Apr-25,19:13:23,0,off,0,normal,1.0
22-Apr-25,19:13:29,0,off,0,normal,6.0
22-Apr-25,19:13:39,1,off,0,normal,10.0
22-Apr-25,19:13:48,1,off,0,normal,9.0
22-Apr-25,19:13:49,1,off,0,normal,1.0
22-Apr-25,19:13:58,0,off,0,normal,9.0
22-Apr-25,19:13:59,0,off,0,normal,1.0
22-Apr-25,19:14:03,1,off,0,normal,4.0
22-Apr-25,19:14:04,1,off,0,normal,1.0
22-Apr-25,19:14:12,0,off,0,normal,8.0
22-Apr-25,19:14:20,1,off,0,normal,8.0
22-Apr-25,19:14:29,1,off,0,normal,9.0
22-Apr-25,19:14:35,0,off,0,normal,6.0
22-Apr-25,19:14:40,0,off,0,normal,5.0
22-Apr-25,19:14:46,0,off,0,normal,6.0
22-Apr-25,19:14:56,0,off,0,normal,10.0
22-Apr-25,19:15:02,1,off,0,normal,6.0
22-Apr-25,19:15:12,1,off,0,normal,10.0
22-Apr-25,19:15:20,1,off,0,normal,8.0
22-Apr-25,19:15:28,1,off,0,normal,8.0
22-Apr-25,19:15:37,1,off,0,normal,9.0
22-Apr-25,19:15:42,0,off,0,normal,5.0
22-Apr-25,19:15:50,0,off,0,normal,8.0
22-Apr-25,19:15:55,0,off,0,normal,5.0
22-Apr-25,19:16:00,1,off,0,normal,5.0
22-Apr-25,19:16:06,0,off,0,normal,6.0
22-Apr-25,19:16:11,1,off,0,normal,5.0
22-Apr-25,19:16:21,1,off,0,normal,10.0
22-Apr-25,19:16:24,1,off,0,normal,3.0
22-Apr-25,19:16:56,0,off,0,normal,32.0
22-Apr-25,19:17:39,1,off,0,normal,43.0
22-Apr-25,19:18:09,1,off,0,normal,30.0
22-Apr-25,19:19:00,1,off,0,normal,51.0
22-Apr-25,19:19:34,1,off,0,normal,34.0
22-Apr-25,19:20:13,0,off,0,normal,39.0
22-Apr-25,19:20:44,1,off,0,normal,31.0
22-Apr-25,19:21:36,0,off,0,normal,52.0
22-Apr-25,19:22:16,0,off,0,normal,40.0
22-Apr-25,19:23:13,1,off,0,normal,57.0
22-Apr-25,19:23:45,1,off,0,normal,32.0
22-Apr-25,19:24:37,0,off,0,normal,52.0
22-Apr-25,19:25:22,0,off,0,normal,45.0
22-Apr-25,19:25:56,1,off,0,normal,34.0
22-Apr-25,19:25:57,1,off,0,normal,1.0
22-Apr-25,19:26:51,1,off,0,normal,54.0
22-Apr-25,19:27:41,1,off,0,normal,50.0
22-Apr-25,19:28:27,0,off,0,normal,46.0
22-Apr-25,19:29:09,1,off,0,normal,42.0
22-Apr-25,19:29:48,0,off,0,normal,39.0
22-Apr-25,19:30:35,1,off,0,normal,47.0
22-Apr-25,19:31:22,0,off,0,normal,47.0
22-Apr-25,19:32:19,1,off,0,normal,57.0
22-Apr-25,19:33:18,0,off,0,normal,59.0
22-Apr-25,19:33:49,0,off,0,normal,31.0
22-Apr-25,19:34:39,0,off,0,normal,50.0
22-Apr-25,19:35:14,0,off,0,normal,35.0
22-Apr-25,19:36:08,0,off,0,normal,54.0
22-Apr-25,19:37:07,0,off,0,normal,59.0
22-Apr-25,19:37:54,0,off,0,normal,47.0
22-Apr-25,19:38:44,1,off,0,normal,50.0
22-Apr-25,19:39:14,0,off,0,normal,30.0
22-Apr-25,19:39:57,1,off,0,normal,43.0
22-Apr-25,19:40:36,1,off,0,normal,39.0
22-Apr-25,19:41:25,1,off,0,normal,49.0
22-Apr-25,19:41:54,0,off,0,normal,29.0
22-Apr-25,19:41:55,0,off,0,normal,1.0
22-Apr-25,19:42:28,1,off,0,normal,33.0
22-Apr-25,19:43:13,0,off,0,normal,45.0
22-Apr-25,19:43:45,1,off,0,normal,32.0
22-Apr-25,19:44:43,0,off,0,normal,58.0
22-Apr-25,19:45:20,0,off,0,normal,37.0
22-Apr-25,19:45:52,0,off,0,normal,32.0
22-Apr-25,19:46:31,1,off,0,normal,39.0
22-Apr-25,19:47:16,1,off,0,normal,45.0
22-Apr-25,19:48:01,1,off,0,normal,45.0
22-Apr-25,19:48:42,1,off,0,normal,41.0
22-Apr-25,19:49:34,0,off,0,normal,52.0
22-Apr-25,19:50:31,1,off,0,normal,57.0
22-Apr-25,19:51:26,0,off,0,normal,55.0
22-Apr-25,19:52:18,1,off,0,normal,52.0
22-Apr-25,19:53:14,1,off,0,normal,56.0
22-Apr-25,19:54:10,1,off,0,normal,56.0
22-Apr-25,19:54:53,0,off,0,normal,43.0
22-Apr-25,19:55:41,1,off,0,normal,48.0
22-Apr-25,19:56:36,0,off,0,normal,55.0
22-Apr-25,19:57:27,0,off,0,normal,51.0
22-Apr-25,19:58:16,0,off,0,normal,49.0
22-Apr-25,19:58:58,0,off,0,normal,42.0
22-Apr-25,19:59:52,0,off,0,normal,54.0
22-Apr-25,20:00:26,1,off,0,normal,34.0
22-Apr-25,20:01:22,1,off,0,normal,56.0
22-Apr-25,20:02:01,0,off,0,normal,39.0
22-Apr-25,20:03:00,0,off,0,normal,59.0
22-Apr-25,20:03:58,0,off,0,normal,58.0
22-Apr-25,20:04:56,0,off,0,normal,58.0
22-Apr-25,20:05:45,1,off,0,normal,49.0
22-Apr-25,20:06:41,0,off,0,normal,56.0
22-Apr-25,20:07:27,0,off,0,normal,46.0
22-Apr-25,20:08:24,0,off,0,normal,57.0
22-Apr-25,20:09:01,0,off,0,normal,37.0
22-Apr-25,20:09:33,1,off,0,normal,32.0
22-Apr-25,20:10:31,1,off,0,normal,58.0
22-Apr-25,20:11:12,0,off,0,normal,41.0
22-Apr-25,20:12:08,1,off,0,normal,56.0
22-Apr-25,20:12:58,1,off,0,normal,50.0
22-Apr-25,20:13:54,0,off,0,normal,56.0
22-Apr-25,20:14:41,1,off,0,normal,47.0
22-Apr-25,20:15:21,0,off,0,normal,40.0
22-Apr-25,20:16:18,0,off,0,normal,57.0
22-Apr-25,20:17:02,1,off,0,normal,44.0
22-Apr-25,20:17:36,1,off,0,normal,34.0
22-Apr-25,20:18:13,1,off,0,normal,37.0
22-Apr-25,20:19:02,0,off,0,normal,49.0
22-Apr-25,20:19:53,1,off,0,normal,51.0
22-Apr-25,20:20:32,0,off,0,normal,39.0
22-Apr-25,20:21:20,1,off,0,normal,48.0
22-Apr-25,20:21:50,1,off,0,normal,30.0
22-Apr-25,20:22:44,0,off,0,normal,54.0
22-Apr-25,20:23:16,0,off,0,normal,32.0
22-Apr-25,20:24:11,1,off,0,normal,55.0
22-Apr-25,20:24:56,0,off,0,normal,45.0
22-Apr-25,20:25:37,1,off,0,normal,41.0
22-Apr-25,20:26:17,1,off,0,normal,40.0
22-Apr-25,20:27:13,0,off,0,normal,56.0
22-Apr-25,20:28:05,0,off,0,normal,52.0
22-Apr-25,20:28:45,1,off,0,normal,40.0
22-Apr-25,20:29:42,1,off,0,normal,57.0
22-Apr-25,20:30:28,1,off,0,normal,46.0
22-Apr-25,20:31:18,0,off,0,normal,50.0
22-Apr-25,20:31:53,0,off,0,normal,35.0
22-Apr-25,20:32:27,0,off,0,normal,34.0
22-Apr-25,20:33:12,1,off,0,normal,45.0
22-Apr-25,20:33:50,1,off,0,normal,38.0
22-Apr-25,20:34:38,1,off,0,normal,48.0
22-Apr-25,20:35:35,0,off,0,normal,57.0
22-Apr-25,20:36:07,1,off,0,normal,32.0
22-Apr-25,20:36:42,0,off,0,normal,35.0
22-Apr-25,20:37:24,1,off,0,normal,42.0
22-Apr-25,20:38:13,0,off,0,normal,49.0
22-Apr-25,20:38:55,1,off,0,normal,42.0
22-Apr-25,20:39:29,0,off,0,normal,34.0
22-Apr-25,20:40:15,1,off,0,normal,46.0
22-Apr-25,20:40:55,1,off,0,normal,40.0
22-Apr-25,20:41:27,0,off,0,normal,32.0
22-Apr-25,20:42:26,1,off,0,normal,59.0
22-Apr-25,20:43:20,1,off,0,normal,54.0
22-Apr-25,20:44:20,1,off,0,normal,60.0
22-Apr-25,20:45:14,0,off,0,normal,54.0
22-Apr-25,20:46:07,0,off,0,normal,53.0
22-Apr-25,20:47:01,1,off,0,normal,54.0
22-Apr-25,20:47:45,1,off,0,normal,44.0
22-Apr-25,20:48:35,0,off,0,normal,50.0
22-Apr-25,20:49:15,1,off,0,normal,40.0
22-Apr-25,20:50:14,1,off,0,normal,59.0
22-Apr-25,20:51:02,1,off,0,normal,48.0
22-Apr-25,20:51:56,0,off,0,normal,54.0
22-Apr-25,20:52:51,1,off,0,normal,55.0
22-Apr-25,20:53:46,1,off,0,normal,55.0
22-Apr-25,20:54:39,1,off,0,normal,53.0
22-Apr-25,20:55:23,1,off,0,normal,44.0
22-Apr-25,20:56:01,0,off,0,normal,38.0
22-Apr-25,20:56:34,1,off,0,normal,33.0
22-Apr-25,20:57:22,0,off,0,normal,48.0
22-Apr-25,20:58:04,1,off,0,normal,42.0
22-Apr-25,20:58:41,0,off,0,normal,37.0
22-Apr-25,20:59:15,0,off,0,normal,34.0
22-Apr-25,20:59:53,0,off,0,normal,38.0
22-Apr-25,21:00:38,1,off,0,normal,45.0
22-Apr-25,21:01:22,0,off,0,normal,44.0
22-Apr-25,21:02:18,1,off,0,normal,56.0
22-Apr-25,21:02:48,0,off,0,normal,30.0
22-Apr-25,21:03:27,1,off,0,normal,39.0
22-Apr-25,21:04:24,0,off,0,normal,57.0
22-Apr-25,21:04:56,0,off,0,normal,32.0
22-Apr-25,21:05:50,0,off,0,normal,54.0
22-Apr-25,21:06:45,0,off,0,normal,55.0
22-Apr-25,21:07:45,0,off,0,normal,60.0
22-Apr-25,21:08:37,1,off,0,normal,52.0
22-Apr-25,21:09:18,0,off,0,normal,41.0
22-Apr-25,21:10:05,0,off,0,normal,47.0
22-Apr-25,21:10:38,0,off,0,normal,33.0
22-Apr-25,21:11:14,0,off,0,normal,36.0
22-Apr-25,21:11:55,0,off,0,normal,41.0
22-Apr-25,21:12:44,0,off,0,normal,49.0
22-Apr-25,21:13:21,0,off,0,normal,37.0
22-Apr-25,21:14:21,1,off,0,normal,60.0
22-Apr-25,21:14:53,1,off,0,normal,32.0
22-Apr-25,21:15:53,1,off,0,normal,60.0
22-Apr-25,21:16:28,0,off,0,normal,35.0
22-Apr-25,21:17:12,1,off,0,normal,44.0
22-Apr-25,21:17:53,1,off,0,normal,41.0
22-Apr-25,21:18:25,0,off,0,normal,32.0
22-Apr-25,21:19:19,1,off,0,normal,54.0
22-Apr-25,21:20:04,1,off,0,normal,45.0
22-Apr-25,21:21:01,1,off,0,normal,57.0
22-Apr-25,21:21:38,0,off,0,normal,37.0
22-Apr-25,21:22:25,0,off,0,normal,47.0
22-Apr-25,21:23:22,0,off,0,normal,57.0
22-Apr-25,21:24:21,0,off,0,normal,59.0
22-Apr-25,21:25:04,0,off,0,normal,43.0
22-Apr-25,21:25:45,0,off,0,normal,41.0
22-Apr-25,21:26:31,0,off,0,normal,46.0
22-Apr-25,21:27:23,1,off,0,normal,52.0
22-Apr-25,21:28:03,1,off,0,normal,40.0
22-Apr-25,21:28:55,1,off,0,normal,52.0
22-Apr-25,21:29:31,1,off,0,normal,36.0
22-Apr-25,21:30:08,0,off,0,normal,37.0
22-Apr-25,21:30:41,1,off,0,normal,33.0
22-Apr-25,21:31:23,0,off,0,normal,42.0
22-Apr-25,21:32:11,0,off,0,normal,48.0
22-Apr-25,21:32:53,0,off,0,normal,42.0
22-Apr-25,21:33:46,1,off,0,normal,53.0
22-Apr-25,21:34:23,0,off,0,normal,37.0
22-Apr-25,21:34:55,1,off,0,normal,32.0
22-Apr-25,21:35:29,0,off,0,normal,34.0
22-Apr-25,21:36:22,0,off,0,normal,53.0
22-Apr-25,21:37:14,1,off,0,normal,52.0
22-Apr-25,21:37:44,0,off,0,normal,30.0
22-Apr-25,21:38:24,0,off,0,normal,40.0
22-Apr-25,21:39:22,1,off,0,normal,58.0
22-Apr-25,21:40:06,0,off,0,normal,44.0
22-Apr-25,21:40:57,1,off,0,normal,51.0
22-Apr-25,21:41:33,1,off,0,normal,36.0
22-Apr-25,21:42:09,0,off,0,normal,36.0
22-Apr-25,21:43:02,1,off,0,normal,53.0
22-Apr-25,21:43:50,1,off,0,normal,48.0
22-Apr-25,21:44:29,0,off,0,normal,39.0
22-Apr-25,21:45:11,1,off,0,normal,42.0
22-Apr-25,21:45:57,1,off,0,normal,46.0
22-Apr-25,21:46:49,1,off,0,normal,52.0
22-Apr-25,21:47:29,0,off,0,normal,40.0
22-Apr-25,21:48:09,0,off,0,normal,40.0
22-Apr-25,21:48:45,1,off,0,normal,36.0
22-Apr-25,21:49:24,1,off,0,normal,39.0
22-Apr-25,21:49:59,1,off,0,normal,35.0
22-Apr-25,21:50:53,0,off,0,normal,54.0
22-Apr-25,21:51:40,1,off,0,normal,47.0
22-Apr-25,21:52:31,0,off,0,normal,51.0
22-Apr-25,21:53:09,1,off,0,normal,38.0
22-Apr-25,21:53:56,1,off,0,normal,47.0
22-Apr-25,21:54:49,0,off,0,normal,53.0
22-Apr-25,21:55:18,1,off,0,normal,29.0
22-Apr-25,21:55:57,0,off,0,normal,39.0
22-Apr-25,21:56:28,1,off,0,normal,31.0
22-Apr-25,21:57:13,1,off,0,normal,45.0
22-Apr-25,21:57:56,0,off,0,normal,43.0
22-Apr-25,21:58:32,0,off,0,normal,36.0
22-Apr-25,21:59:32,1,off,0,normal,60.0
22-Apr-25,22:00:06,0,off,0,normal,34.0
22-Apr-25,22:01:06,0,off,0,normal,60.0
22-Apr-25,22:01:40,1,off,0,normal,34.0
22-Apr-25,22:02:19,1,off,0,normal,39.0
22-Apr-25,22:02:55,0,off,0,normal,36.0
22-Apr-25,22:03:47,1,off,0,normal,52.0
22-Apr-25,22:04:31,1,off,0,normal,44.0
22-Apr-25,22:05:23,1,off,0,normal,52.0
22-Apr-25,22:06:02,0,off,0,normal,39.0
22-Apr-25,22:06:35,0,off,0,normal,33.0
22-Apr-25,22:07:09,1,off,0,normal,34.0
22-Apr-25,22:07:52,0,off,0,normal,43.0
22-Apr-25,22:08:23,1,off,0,normal,31.0
22-Apr-25,22:08:53,0,off,0,normal,30.0
22-Apr-25,22:09:33,0,off,0,normal,40.0
22-Apr-25,22:10:22,1,off,0,normal,49.0
22-Apr-25,22:10:55,0,off,0,normal,33.0
22-Apr-25,22:11:33,1,off,0,normal,38.0
22-Apr-25,22:12:32,1,off,0,normal,59.0
22-Apr-25,22:13:07,1,off,0,normal,35.0
22-Apr-25,22:14:04,0,off,0,normal,57.0
22-Apr-25,22:14:44,1,off,0,normal,40.0
22-Apr-25,22:15:15,0,off,0,normal,31.0
22-Apr-25,22:16:04,1,off,0,normal,49.0
22-Apr-25,22:16:42,1,off,0,normal,38.0
22-Apr-25,22:17:32,1,off,0,normal,50.0
22-Apr-25,22:18:11,1,off,0,normal,39.0
22-Apr-25,22:18:45,1,off,0,normal,34.0
22-Apr-25,22:19:34,0,off,0,normal,49.0
22-Apr-25,22:20:09,0,off,0,normal,35.0
22-Apr-25,22:20:40,0,off,0,normal,31.0
22-Apr-25,22:21:20,1,off,0,normal,40.0
22-Apr-25,22:22:00,0,off,0,normal,40.0
22-Apr-25,22:22:47,1,off,0,normal,47.0
22-Apr-25,22:23:32,0,off,0,normal,45.0
22-Apr-25,22:24:05,1,off,0,normal,33.0
22-Apr-25,22:24:52,0,off,0,normal,47.0
22-Apr-25,22:25:31,1,off,0,normal,39.0
22-Apr-25,22:26:09,1,off,0,normal,38.0
22-Apr-25,22:26:40,1,off,0,normal,31.0
22-Apr-25,22:27:27,0,off,0,normal,47.0
22-Apr-25,22:28:03,1,off,0,normal,36.0
22-Apr-25,22:29:00,0,off,0,normal,57.0
22-Apr-25,22:29:36,0,off,0,normal,36.0
22-Apr-25,22:30:22,0,off,0,normal,46.0
22-Apr-25,22:31:09,0,off,0,normal,47.0
22-Apr-25,22:32:04,1,off,0,normal,55.0
22-Apr-25,22:32:34,1,off,0,normal,30.0
22-Apr-25,22:33:13,0,off,0,normal,39.0
22-Apr-25,22:33:52,1,off,0,normal,39.0
22-Apr-25,22:34:23,1,off,0,normal,31.0
22-Apr-25,22:35:14,0,off,0,normal,51.0
22-Apr-25,22:35:49,1,off,0,normal,35.0
22-Apr-25,22:36:46,1,off,0,normal,57.0
22-Apr-25,22:37:45,1,off,0,normal,59.0
22-Apr-25,22:38:39,1,off,0,normal,54.0
22-Apr-25,22:39:26,1,off,0,normal,47.0
22-Apr-25,22:40:06,1,off,0,normal,40.0
22-Apr-25,22:41:05,1,off,0,normal,59.0
22-Apr-25,22:41:43,0,off,0,normal,38.0
22-Apr-25,22:42:14,0,off,0,normal,31.0
22-Apr-25,22:42:47,1,off,0,normal,33.0
22-Apr-25,22:43:34,0,off,0,normal,47.0
22-Apr-25,22:44:08,0,off,0,normal,34.0
22-Apr-25,22:44:41,1,off,0,normal,33.0
22-Apr-25,22:45:31,1,off,0,normal,50.0
22-Apr-25,22:46:23,1,off,0,normal,52.0
22-Apr-25,22:47:17,0,off,0,normal,54.0
22-Apr-25,22:47:55,1,off,0,normal,38.0
22-Apr-25,22:48:47,1,off,0,normal,52.0
22-Apr-25,22:49:42,0,off,0,normal,55.0
22-Apr-25,22:50:14,1,off,0,normal,32.0
22-Apr-25,22:51:01,0,off,0,normal,47.0
22-Apr-25,22:52:01,1,off,0,normal,60.0
22-Apr-25,22:52:36,1,off,0,normal,35.0
22-Apr-25,22:53:28,0,off,0,normal,52.0
22-Apr-25,22:54:23,0,off,0,normal,55.0
22-Apr-25,22:55:07,0,off,0,normal,44.0
22-Apr-25,22:55:56,0,off,0,normal,49.0
22-Apr-25,22:56:56,1,off,0,normal,60.0
22-Apr-25,22:57:55,0,off,0,normal,59.0
22-Apr-25,22:58:49,1,off,0,normal,54.0
22-Apr-25,22:59:35,0,off,0,normal,46.0
22-Apr-25,23:00:20,1,off,0,normal,45.0
22-Apr-25,23:01:01,0,off,0,normal,41.0
22-Apr-25,23:01:50,0,off,0,normal,49.0
22-Apr-25,23:02:28,1,off,0,normal,38.0
22-Apr-25,23:03:24,1,off,0,normal,56.0
22-Apr-25,23:04:12,1,off,0,normal,48.0
22-Apr-25,23:05:08,1,off,0,normal,56.0
22-Apr-25,23:05:48,0,off,0,normal,40.0
22-Apr-25,23:06:28,0,off,0,normal,40.0
22-Apr-25,23:07:00,0,off,0,normal,32.0
22-Apr-25,23:07:32,1,off,0,normal,32.0
22-Apr-25,23:08:14,0,off,0,normal,42.0
22-Apr-25,23:09:09,1,off,0,normal,55.0
22-Apr-25,23:09:56,1,off,0,normal,47.0
22-Apr-25,23:10:48,1,off,0,normal,52.0
22-Apr-25,23:11:38,0,off,0,normal,50.0
22-Apr-25,23:12:26,1,off,0,normal,48.0
22-Apr-25,23:13:07,1,off,0,normal,41.0
22-Apr-25,23:13:50,1,off,0,normal,43.0
22-Apr-25,23:14:31,0,off,0,normal,41.0
22-Apr-25,23:15:22,1,off,0,normal,51.0
22-Apr-25,23:16:21,0,off,0,normal,59.0
22-Apr-25,23:16:59,1,off,0,normal,38.0
22-Apr-25,23:17:41,0,off,0,normal,42.0
22-Apr-25,23:18:26,0,off,0,normal,45.0
22-Apr-25,23:19:00,1,off,0,normal,34.0
22-Apr-25,23:19:50,0,off,0,normal,50.0
22-Apr-25,23:20:23,0,off,0,normal,33.0
22-Apr-25,23:20:59,1,off,0,normal,36.0
22-Apr-25,23:21:43,0,off,0,normal,44.0
22-Apr-25,23:22:36,1,off,0,normal,53.0
22-Apr-25,23:23:15,1,off,0,normal,39.0
22-Apr-25,23:23:54,1,off,0,normal,39.0
22-Apr-25,23:24:26,0,off,0,normal,32.0
22-Apr-25,23:25:13,0,off,0,normal,47.0
22-Apr-25,23:26:05,0,off,0,normal,52.0
22-Apr-25,23:26:45,0,off,0,normal,40.0
22-Apr-25,23:27:31,1,off,0,normal,46.0
22-Apr-25,23:28:15,1,off,0,normal,44.0
22-Apr-25,23:29:04,1,off,0,normal,49.0
22-Apr-25,23:29:49,1,off,0,normal,45.0
22-Apr-25,23:30:36,0,off,0,normal,47.0
22-Apr-25,23:31:22,1,off,0,normal,46.0
22-Apr-25,23:32:14,0,off,0,normal,52.0
22-Apr-25,23:33:07,0,off,0,normal,53.0
22-Apr-25,23:33:57,0,off,0,normal,50.0
